time,value
16.39447,51544
16.4038,53448
16.41313,57131
16.42248,60615
16.43182,65350
16.44115,62545
16.4505,63531
16.45983,74573
16.46917,90030
16.47852,89167
16.48785,76296
16.49718,68496
16.50653,64064
16.51587,67594
16.5252,71129
16.53455,71726
16.54388,68952
16.55323,65311
16.56257,63407
16.5719,56692
16.58125,59017
16.59058,66116
16.59992,70456
16.60927,62105
16.6186,60215
16.62793,67940
16.63728,86906
16.64662,97118
16.65595,91703
16.6653,82009
16.67463,74140
16.68397,67439
16.69332,75333
16.70265,95010
16.71198,112160
16.72133,98708
16.73067,79476
16.74002,70977
16.74935,110943
16.75868,191917
16.76803,231322
16.77737,171233
16.7867,99072
16.79605,67866
16.80538,64032
16.81472,67266
16.82407,77651
16.8334,89956
16.84273,104395
16.85208,107273
16.86142,90224
16.87075,71349
16.8801,60997
16.88943,59555
16.89877,60566
16.90812,70027
16.91745,97460
16.9268,128618
16.93613,134447
16.94547,102624
16.95482,89389
16.96415,95727
16.97348,106596
16.98283,105012
16.99217,90893
17.0015,78020
17.01085,72529
17.02018,65672
17.02952,86157
17.03887,139167
17.0482,188518
17.05753,162388
17.06688,107696
17.07622,84724
17.08555,82647
17.0949,75380
17.10423,73758
17.11358,69839
17.12292,61913
17.13225,69506
17.1416,90327
17.15093,106714
17.16027,94581
17.16962,70226
17.17895,61546
17.18828,62347
17.19763,62042
17.20697,63921
17.2163,60884
17.22565,56678
17.23498,54533
17.24432,57964
17.25367,60108
17.263,60111
17.27235,65567
17.28168,72687
17.29102,81942
17.30037,88717
17.3097,89193
17.31903,87491
17.32838,95472
17.33772,99903
17.34705,91005
17.3564,79948
17.36573,68525
17.37507,80644
17.38442,164582
17.39375,367231
17.40308,460098
17.41243,328609
17.42177,165603
17.4311,100497
17.44045,77419
17.44978,76504
17.45913,80544
17.46847,77256
17.4778,71624
17.48715,78207
17.49648,169844
17.50582,816631
17.51517,3007345
17.5245,6013261
17.53383,6388781
17.54318,3332187
17.55252,887685
17.56185,174126
17.5712,87212
17.58053,88858
17.58987,100607
17.59922,107465
17.60855,96256
17.61788,83165
17.62723,69629
17.63657,68444
17.64592,73015
17.65525,76300
17.66458,92695
17.67393,107640
17.68327,120028
17.6926,117619
17.70195,120555
17.71128,114637
17.72062,111201
17.72997,100413
17.7393,88799
17.74863,82472
17.75798,88161
17.76732,99243
17.77665,108541
17.786,109850
17.79533,96152
17.80467,86273
17.81402,77670
17.82335,70352
17.8327,67854
17.84203,63777
17.85137,70529
17.86072,87065
17.87005,108346
17.87938,115654
17.88873,106012
17.89807,94895
17.9074,90195
17.91675,75507
17.92608,68111
17.93542,67972
17.94477,68824
17.9541,69905
17.96343,71376
17.97278,68758
17.98212,68183
17.99147,63283
18.0008,62801
18.01013,64079
18.01948,66804
18.02882,65420
18.03815,69683
18.0475,71369
18.05683,76119
18.06617,78941
18.07552,76795
18.08485,69954
18.09418,65384
18.10353,65553
18.11287,70590
18.1222,81172
18.13155,89028
18.14088,86458
18.15022,82686
18.15957,83601
18.1689,82140
18.17825,79233
18.18758,77781
18.19692,71278
18.20627,67811
18.2156,64752
18.22493,67722
18.23428,67982
18.24362,66032
18.25295,63257
18.2623,58364
18.27163,62963
18.28097,67582
18.29032,83782
18.29965,93390
18.30898,99066
18.31833,107971
18.32767,102136
18.337,97674
18.34635,105118
18.35568,123943
18.36503,140493
18.37437,137750
18.3837,116020
18.39305,105284
18.40238,116372
18.41172,150514
18.42107,165383
18.4304,133912
18.43973,101765
18.44908,97752
18.45842,110164
18.46775,104390
18.4771,86692
18.48643,81019
18.49577,93372
18.50512,134104
18.51445,177729
18.52378,202953
18.53313,177273
18.54247,135873
18.55182,107698
18.56115,107754
18.57048,107716
18.57983,93067
18.58917,80083
18.5985,71202
18.60785,76002
18.61718,91339
18.62652,105438
18.63587,111004
18.6452,104064
18.65453,104132
18.66388,98296
18.67322,92186
18.68255,96662
18.6919,92153
18.70123,88954
18.71057,91916
18.71992,109286
18.72925,115661
18.7386,117874
18.74793,106558
18.75727,94053
18.76662,84422
18.77595,74235
18.78528,68715
18.79463,67559
18.80397,68167
18.8133,73486
18.82265,76074
18.83198,77087
18.84132,76990
18.85067,76327
18.86,72731
18.86933,74323
18.87868,73127
18.88802,71615
18.89735,70740
18.9067,75784
18.91603,91712
18.92538,116255
18.93472,118200
18.94405,110250
18.9534,103890
18.96273,117700
18.97207,133934
18.98142,141006
18.99075,125035
19.00008,100119
19.00943,88127
19.01877,82660
19.0281,80164
19.03745,81332
19.04678,95546
19.05612,134614
19.06547,189105
19.0748,214972
19.08415,236309
19.09348,291106
19.10282,288868
19.11217,217071
19.1215,141167
19.13083,95796
19.14018,75173
19.14952,68194
19.15885,68258
19.1682,65549
19.17753,62470
19.18687,67964
19.19622,74246
19.20555,85990
19.21488,91432
19.22423,92378
19.23357,92915
19.2429,88012
19.25225,82012
19.26158,75064
19.27093,71685
19.28027,76073
19.2896,83541
19.29895,96904
19.30828,121691
19.31762,185893
19.32697,247028
19.3363,217425
19.34563,143832
19.35498,100307
19.36432,80091
19.37365,73046
19.383,70283
19.39233,69682
19.40167,74692
19.41102,86467
19.42035,89789
19.42968,86087
19.43903,75467
19.44837,66439
19.45772,70225
19.46705,66488
19.47638,71218
19.48573,77013
19.49507,86284
19.5044,92204
19.51375,88118
19.52308,74756
19.53242,71135
19.54177,71554
19.5511,67767
19.56043,68139
19.56978,69047
19.57912,73744
19.58845,82201
19.5978,85869
19.60713,88232
19.61647,77586
19.62582,73514
19.63515,76457
19.6445,87707
19.65383,96675
19.66317,89482
19.67252,76871
19.68185,72463
19.69118,75600
19.70053,78943
19.70987,82013
19.7192,86534
19.72855,101063
19.73788,133578
19.74722,156233
19.75657,135466
19.7659,105043
19.77523,91012
19.78458,92854
19.79392,93273
19.80327,92892
19.8126,86304
19.82193,75646
19.83128,76883
19.84062,77995
19.84995,74194
19.8593,72324
19.86863,81545
19.87797,101865
19.88732,137101
19.89665,148291
19.90598,119867
19.91533,91704
19.92467,85229
19.934,80748
19.94335,80218
19.95268,77228
19.96202,80344
19.97137,85877
19.9807,84536
19.99005,78122
19.99938,74633
20.00872,69825
20.01807,70914
20.0274,79525
20.03673,83154
20.04608,81971
20.05542,89157
20.06475,83879
20.0741,78351
20.08343,81536
20.09277,86433
20.10212,85138
20.11145,77475
20.12078,71864
20.13013,64799
20.13947,64382
20.1488,74097
20.15815,89378
20.16748,105928
20.17683,104609
20.18617,91199
20.1955,78767
20.20485,72455
20.21418,70947
20.22352,74781
20.23287,83241
20.2422,86820
20.25153,87466
20.26088,82485
20.27022,78860
20.27955,72321
20.2889,71730
20.29823,77321
20.30757,81414
20.31692,81240
20.32625,74264
20.33558,67894
20.34493,64685
20.35427,66954
20.36362,69820
20.37295,73759
20.38228,74660
20.39163,71213
20.40097,70813
20.4103,68391
20.41965,65320
20.42898,65830
20.43832,67498
20.44767,71184
20.457,71079
20.46633,77255
20.47568,93735
20.48502,114942
20.49435,113371
20.5037,90786
20.51303,75049
20.52237,70160
20.53172,70495
20.54105,69770
20.5504,74468
20.55973,87134
20.56907,142893
20.57842,346975
20.58775,662143
20.59708,729841
20.60643,445091
20.61577,187229
20.6251,100977
20.63445,97220
20.64378,129864
20.65312,176036
20.66247,184772
20.6718,144176
20.68113,109325
20.69048,91787
20.69982,88144
20.70917,82774
20.7185,82828
20.72783,82438
20.73718,83298
20.74652,82456
20.75585,82533
20.7652,80072
20.77453,78720
20.78387,75942
20.79322,78996
20.80255,85308
20.81188,90293
20.82123,88132
20.83057,81930
20.8399,75988
20.84925,71057
20.85858,71563
20.86792,68323
20.87727,66571
20.8866,70323
20.89595,73481
20.90528,78374
20.91462,83681
20.92397,84055
20.9333,75907
20.94263,71847
20.95198,71916
20.96132,68210
20.97065,69325
20.98,67639
20.98933,67717
20.99867,68420
21.00802,71260
21.01735,70591
21.02668,71416
21.03603,72352
21.04537,70073
21.0547,74503
21.06405,72877
21.07338,72861
21.08273,72166
21.09207,74352
21.1014,71928
21.11075,76038
21.12008,80723
21.12942,83880
21.13877,85093
21.1481,86875
21.15743,83585
21.16678,82155
21.17612,85983
21.18545,94164
21.1948,105626
21.20413,103447
21.21347,90990
21.22282,78805
21.23215,77356
21.24148,74679
21.25083,73304
21.26017,71955
21.26952,80527
21.27885,97314
21.28818,121071
21.29753,142112
21.30687,141238
21.3162,115341
21.32555,93224
21.33488,78569
21.34422,74791
21.35357,73783
21.3629,77428
21.37223,76403
21.38158,74809
21.39092,78302
21.40025,79953
21.4096,84283
21.41893,84356
21.42827,87179
21.43762,86630
21.44695,83495
21.4563,81708
21.46563,78362
21.47497,77147
21.48432,80735
21.49365,86920
21.50298,87155
21.51233,86054
21.52167,82616
21.531,81953
21.54035,77985
21.54968,79404
21.55902,83669
21.56837,96320
21.5777,125307
21.58703,139313
21.59638,129639
21.60572,104446
21.61507,89777
21.6244,88291
21.63373,87368
21.64308,86683
21.65242,85127
21.66175,79345
21.6711,78619
21.68043,84945
21.68977,97851
21.69912,105531
21.70845,104302
21.71778,101311
21.72713,100892
21.73647,102954
21.7458,97491
21.75515,87252
21.76448,79406
21.77382,76424
21.78317,76421
21.7925,75597
21.80185,80350
21.81118,86342
21.82052,96444
21.82987,100079
21.8392,97100
21.84853,93690
21.85788,85456
21.86722,81604
21.87655,83006
21.8859,91333
21.89523,101262
21.90457,107542
21.91392,102606
21.92325,91506
21.93258,84945
21.94193,79388
21.95127,80973
21.9606,85067
21.96995,90345
21.97928,104084
21.98863,121192
21.99797,137554
22.0073,144138
22.01665,124153
22.02598,101591
22.03532,91724
22.04467,95798
22.054,101646
22.06333,109573
22.07268,105493
22.08202,102511
22.09135,100756
22.1007,96003
22.11003,92845
22.11937,91964
22.12872,87418
22.13805,83973
22.14738,83677
22.15673,89619
22.16607,108839
22.17542,135123
22.18475,139591
22.19408,131645
22.20343,104038
22.21277,94760
22.2221,96936
22.23145,102716
22.24078,108830
22.25012,105601
22.25947,100456
22.2688,94526
22.27813,110219
22.28748,133271
22.29682,152235
22.30615,157637
22.3155,142320
22.32483,116475
22.33417,103082
22.34352,94490
22.35285,102538
22.3622,115521
22.37153,125338
22.38087,128915
22.39022,130296
22.39955,128951
22.40888,111589
22.41823,101696
22.42757,101894
22.4369,108982
22.44625,121810
22.45558,122937
22.46492,112621
22.47427,111227
22.4836,105710
22.49293,99729
22.50228,101495
22.51162,100733
22.52097,100858
22.5303,106176
22.53963,103965
22.54898,100825
22.55832,102724
22.56765,106892
22.577,121323
22.58633,135325
22.59567,140113
22.60502,140792
22.61435,138554
22.62368,135448
22.63303,135941
22.64237,138641
22.6517,130066
22.66105,129317
22.67038,127707
22.67972,128893
22.68907,144061
22.6984,170280
22.70775,175457
22.71708,167494
22.72642,155615
22.73577,154439
22.7451,166594
22.75443,166278
22.76378,160998
22.77312,152720
22.78245,147515
22.7918,140868
22.80113,137422
22.81047,151136
22.81982,157613
22.82915,145759
22.83848,134315
22.84783,128225
22.85717,123020
22.8665,122456
22.87585,120021
22.88518,118954
22.89453,125999
22.90387,118831
22.9132,117893
22.92255,122731
22.93188,123749
22.94122,126236
22.95057,119842
22.9599,113541
22.96923,114023
22.97858,114644
22.98792,107202
22.99725,99865
23.0066,98576
23.01593,96235
23.02527,92461
23.03462,93003
23.04395,93696
23.05328,94760
23.06263,97568
23.07197,98807
23.08132,97813
23.09065,96911
23.09998,93331
23.10933,92968
23.11867,88380
23.128,89878
23.13735,91540
23.14668,94333
23.15602,94694
23.16537,96072
23.1747,93940
23.18403,94481
23.19338,96066
23.20272,94475
23.21205,92002
23.2214,93531
23.23073,91328
23.24008,93643
23.24942,101398
23.25875,110099
23.2681,117854
23.27743,114946
23.28677,104643
23.29612,100321
23.30545,95998
23.31478,93917
23.32413,97340
23.33347,119837
23.3428,151145
23.35215,169802
23.36148,142391
23.37082,113175
23.38017,95547
23.3895,95737
23.39883,98126
23.40818,105951
23.41752,101517
23.42687,100578
23.4362,94835
23.44553,98153
23.45488,100679
23.46422,99082
23.47355,101806
23.4829,103002
23.49223,100119
23.50157,93235
23.51092,93917
23.52025,94593
23.52958,95056
23.53893,99329
23.54827,97760
23.5576,92838
23.56695,94334
23.57628,96819
23.58562,96695
23.59497,105462
23.6043,101087
23.61365,100782
23.62298,96793
23.63232,92810
23.64167,89550
23.651,91166
23.66033,92425
23.66968,90639
23.67902,92178
23.68835,95359
23.6977,100278
23.70703,104598
23.71637,101102
23.72572,108132
23.73505,117330
23.74438,122989
23.75373,118242
23.76307,105722
23.7724,95077
23.78175,92834
23.79108,91525
23.80043,89927
23.80977,92365
23.8191,91190
23.82845,89820
23.83778,91057
23.84712,92533
23.85647,91054
23.8658,93282
23.87513,92607
23.88448,94234
23.89382,96413
23.90315,97799
23.9125,100250
23.92183,95556
23.93117,95722
23.94052,93938
23.94985,92779
23.95918,96740
23.96853,94838
23.97787,93188
23.98722,93421
23.99655,91191
24.00588,93227
24.01523,95907
24.02457,98190
24.0339,95414
24.04325,91623
24.05258,93533
24.06192,88664
24.07127,91460
24.0806,94442
24.08993,93209
24.09928,95958
24.10862,99016
24.11795,97120
24.1273,97723
24.13663,93176
24.14597,93748
24.15532,96345
24.16465,98533
24.174,98565
24.18333,98779
24.19267,99145
24.20202,96344
24.21135,93998
24.22068,94407
24.23003,95668
24.23937,97693
24.2487,100230
24.25805,98397
24.26738,98484
24.27672,103025
24.28607,98397
24.2954,98242
24.30473,100975
24.31408,106971
24.32342,117500
24.33277,127317
24.3421,123756
24.35143,119004
24.36078,104670
24.37012,102303
24.37945,103003
24.3888,105435
24.39813,107343
24.40747,105821
24.41682,105455
24.42615,107484
24.43548,102367
24.44483,104175
24.45417,99568
24.4635,100322
24.47285,101395
24.48218,100661
24.49152,103433
24.50087,103861
24.5102,101001
24.51955,100288
24.52888,98379
24.53822,101592
24.54757,107158
24.5569,108781
24.56623,111772
24.57558,111783
24.58492,105144
24.59425,104794
24.6036,104813
24.61293,108368
24.62227,113572
24.63162,119548
24.64095,114578
24.65028,110138
24.65963,109397
24.66897,112051
24.6783,118236
24.68765,120297
24.69698,117065
24.70633,115407
24.71567,112287
24.725,115611
24.73435,116030
24.74368,107858
24.75302,108965
24.76237,106692
24.7717,105860
24.78103,104982
24.79038,105058
24.79972,105520
24.80905,106308
24.8184,105691
24.82773,107763
24.83707,107824
24.84642,105159
24.85575,107905
24.86508,110705
24.87443,110621
24.88377,111684
24.89312,114351
24.90245,116473
24.91178,113786
24.92113,115295
24.93047,113930
24.9398,110362
24.94915,111728
24.95848,120208
24.96782,124468
24.97717,124720
24.9865,121382
24.99583,122240
25.00518,123610
25.01452,125142
25.02385,117938
25.0332,115317
25.04253,109901
25.05188,113213
25.06122,115102
25.07055,111242
25.0799,116987
25.08923,117065
25.09857,113380
25.10792,117911
25.11725,113454
25.12658,114460
25.13593,116151
25.14527,122566
25.1546,127383
25.16395,130845
25.17328,126078
25.18262,121709
25.19197,121653
25.2013,118737
25.21063,121698
25.21998,121729
25.22932,120544
25.23867,118448
25.248,118760
25.25733,119289
25.26668,120488
25.27602,123310
25.28535,121261
25.2947,120735
25.30403,118214
25.31337,121389
25.32272,127413
25.33205,140703
25.34138,170265
25.35073,176910
25.36007,165782
25.3694,155557
25.37875,142082
25.38808,135945
25.39742,138080
25.40677,132859
25.4161,134221
25.42545,135036
25.43478,134586
25.44412,132092
25.45347,130144
25.4628,132165
25.47213,136140
25.48148,142931
25.49082,165203
25.50015,173616
25.5095,171262
25.51883,160998
25.52817,158024
25.53752,148607
25.54685,145735
25.55618,145631
25.56553,139424
25.57487,140546
25.5842,143017
25.59355,135990
25.60288,139342
25.61223,137765
25.62157,137139
25.6309,140796
25.64025,139886
25.64958,146888
25.65892,150187
25.66827,160031
25.6776,155707
25.68693,152075
25.69628,147945
25.70562,143331
25.71495,142934
25.7243,142259
25.73363,142902
25.74297,151818
25.75232,151551
25.76165,153043
25.77098,151205
25.78033,150717
25.78967,149963
25.79902,145924
25.80835,154248
25.81768,158581
25.82703,155404
25.83637,160322
25.8457,167331
25.85505,166626
25.86438,162187
25.87372,160077
25.88307,161910
25.8924,155445
25.90173,154854
25.91108,155902
25.92042,155104
25.92975,154300
25.9391,157714
25.94843,161896
25.95778,167828
25.96712,171712
25.97645,167193
25.9858,164050
25.99513,161423
26.00447,156178
26.01382,160435
26.02315,161550
26.03248,163414
26.04183,168608
26.05117,171971
26.0605,175026
26.06985,173639
26.07918,171742
26.08852,170473
26.09787,168358
26.1072,167386
26.11653,163203
26.12588,167310
26.13522,167941
26.14457,172801
26.1539,175984
26.16323,185651
26.17258,181032
26.18192,179391
26.19125,177911
26.2006,173996
26.20993,164162
26.21927,165531
26.22862,166172
26.23795,169487
26.24728,168237
26.25663,169809
26.26597,167132
26.2753,169923
26.28465,169741
26.29398,171424
26.30332,172235
26.31267,175899
26.322,174064
26.33135,178751
26.34068,177716
26.35002,182189
26.35937,176499
26.3687,177660
26.37803,178806
26.38738,178940
26.39672,180217
26.40605,179591
26.4154,180885
26.42473,179283
26.43407,182619
26.44342,188120
26.45275,192542
26.46208,198070
26.47143,206680
26.48077,199023
26.4901,202118
26.49945,204962
26.50878,205863
26.51813,203995
26.52747,209278
26.5368,211563
26.54615,223824
26.55548,224194
26.56482,220475
26.57417,219423
26.5835,222776
26.59283,222360
26.60218,224490
26.61152,228575
26.62085,229450
26.6302,233629
26.63953,227853
26.64887,225123
26.65822,225512
26.66755,236120
26.6769,240182
26.68623,248120
26.69557,246767
26.70492,242701
26.71425,246366
26.72358,249235
26.73293,256741
26.74227,260288
26.7516,269893
26.76095,270211
26.77028,286319
26.77962,298350
26.78897,308497
26.7983,311281
26.80763,311116
26.81698,313786
26.82632,307479
26.83565,303044
26.845,303589
26.85433,300936
26.86368,308050
26.87302,314077
26.88235,302247
26.8917,301927
26.90103,292022
26.91037,289790
26.91972,283385
26.92905,276487
26.93838,270518
26.94773,270915
26.95707,268844
26.9664,265877
26.97575,268322
26.98508,269309
26.99442,275016
27.00377,276648
27.0131,272874
27.02243,282514
27.03178,267482
27.04112,262149
27.05047,263142
27.0598,264768
27.06913,264285
27.07848,262443
27.08782,260909
27.09715,264123
27.1065,260442
27.11583,257571
27.12517,255749
27.13452,266421
27.14385,266410
27.15318,263188
27.16253,267911
27.17187,263210
27.1812,263785
27.19055,255824
27.19988,257246
27.20922,256055
27.21857,253063
27.2279,259127
27.23725,256498
27.24658,254069
27.25592,260805
27.26527,268011
27.2746,268710
27.28393,265650
27.29328,258532
27.30262,261871
27.31195,260165
27.3213,255945
27.33063,264840
27.33997,265205
27.34932,260177
27.35865,260284
27.36798,262216
27.37733,264941
27.38667,268447
27.396,262473
27.40535,269409
27.41468,268599
27.42403,276199
27.43337,276879
27.4427,277867
27.45205,276113
27.46138,282386
27.47072,276972
27.48007,269358
27.4894,276264
27.49873,276275
27.50808,275839
27.51742,280698
27.52675,284045
27.5361,286584
27.54543,288487
27.55477,287593
27.56412,298411
27.57345,304395
27.58278,306705
27.59213,314097
27.60147,318624
27.61082,330051
27.62015,345058
27.62948,348275
27.63883,358146
27.64817,379903
27.6575,390808
27.66685,409245
27.67618,414172
27.68552,419356
27.69487,413427
27.7042,405336
27.71353,395021
27.72288,395822
27.73222,375435
27.74155,361010
27.7509,352380
27.76023,341762
27.76958,333883
27.77892,331699
27.78825,334230
27.7976,325279
27.80693,322300
27.81627,321522
27.82562,320594
27.83495,320774
27.84428,324870
27.85363,321812
27.86297,327365
27.8723,320016
27.88165,322186
27.89098,325369
27.90032,325584
27.90967,329701
27.919,327594
27.92833,327574
27.93768,326579
27.94702,330718
27.95637,331604
27.9657,329408
27.97503,329980
27.98438,328049
27.99372,325996
28.00305,328752
28.0124,328350
28.02173,330576
28.03107,333842
28.04042,326867
28.04975,328815
28.05908,335297
28.06843,327441
28.07777,337453
28.0871,334044
28.09645,332503
28.10578,332395
28.11512,343329
28.12447,346233
28.1338,352596
28.14315,353087
28.15248,352137
28.16182,352162
28.17117,348640
28.1805,355547
28.18983,351784
28.19918,350854
28.20852,351600
28.21785,360664
28.2272,361602
28.23653,354935
28.24587,362773
28.25522,365369
28.26455,368118
28.27388,359901
28.28323,363537
28.29257,358841
28.3019,362328
28.31125,367611
28.32058,367353
28.32993,362067
28.33927,365032
28.3486,367093
28.35795,365917
28.36728,368070
28.37662,366525
28.38597,374589
28.3953,375034
28.40463,372589
28.41398,379230
28.42332,378226
28.43265,386969
28.442,383923
28.45133,385370
28.46067,382679
28.47002,386073
28.47935,389669
28.4887,389919
28.49803,395533
28.50737,397656
28.51672,394148
28.52605,397262
28.53538,402234
28.54473,397361
28.55407,398428
28.5634,402998
28.57275,410413
28.58208,403427
28.59142,415741
28.60077,420343
28.6101,422974
28.61943,421040
28.62878,424566
28.63812,418129
28.64745,413885
28.6568,417281
28.66613,429785
28.67548,482524
28.68482,554478
28.69415,606717
28.7035,583057
28.71283,518775
28.72217,457163
28.73152,440754
28.74085,435768
28.75018,436100
28.75953,436643
28.76887,437018
28.7782,443396
28.78755,433767
28.79688,436578
28.80622,444350
28.81557,440560
28.8249,442802
28.83423,451157
28.84358,450664
28.85292,446333
28.86227,447911
28.8716,450051
28.88093,454925
28.89028,452648
28.89962,462861
28.90895,466511
28.9183,460177
28.92763,459063
28.93697,464748
28.94632,469043
28.95565,471125
28.96498,474432
28.97433,483646
28.98367,485851
28.993,483034
29.00235,475597
29.01168,484292
29.02102,482311
29.03037,481602
29.0397,488473
29.04905,494744
29.05838,483363
29.06772,484479
29.07707,483424
29.0864,479517
29.09573,476212
29.10508,475197
29.11442,477615
29.12375,480446
29.1331,470720
29.14243,482701
29.15177,477412
29.16112,478332
29.17045,483020
29.17978,482716
29.18913,486918
29.19847,485217
29.2078,499621
29.21715,509135
29.22648,505372
29.23583,490702
29.24517,485043
29.2545,493046
29.26385,495915
29.27318,491604
29.28252,497209
29.29187,501432
29.3012,500049
29.31053,499534
29.31988,501880
29.32922,494080
29.33855,494323
29.3479,492027
29.35723,493365
29.36657,499284
29.37592,499887
29.38525,500445
29.39458,492296
29.40393,493046
29.41327,501978
29.42262,490729
29.43195,493089
29.44128,491017
29.45063,492946
29.45997,500226
29.4693,514178
29.47865,511872
29.48798,511769
29.49732,508073
29.50667,499279
29.516,493617
29.52533,496436
29.53468,499824
29.54402,491303
29.55335,494465
29.5627,499686
29.57203,493738
29.58138,486068
29.59072,489855
29.60005,492414
29.6094,497260
29.61873,493266
29.62807,492915
29.63742,495909
29.64675,492221
29.65608,494999
29.66543,492668
29.67477,495124
29.6841,496462
29.69345,490573
29.70278,489169
29.71212,496946
29.72147,496662
29.7308,492745
29.74013,495825
29.74948,503516
29.75882,495434
29.76817,490550
29.7775,499098
29.78683,490117
29.79618,492540
29.80552,492574
29.81485,490668
29.8242,487265
29.83353,494618
29.84287,491768
29.85222,490693
29.86155,488992
29.87088,485922
29.88023,487466
29.88957,496335
29.8989,494576
29.90825,499887
29.91758,497844
29.92692,488557
29.93627,498258
29.9456,495667
29.95495,498926
29.96428,495622
29.97362,497432
29.98297,501571
29.9923,507529
30.00163,504667
30.01098,500109
30.02032,502759
30.02965,500327
30.039,495505
30.04833,490301
30.05767,492148
30.06702,494912
30.07635,494734
30.08568,499630
30.09503,499634
30.10437,492111
30.1137,487701
30.12305,491434
30.13238,488088
30.14173,492890
30.15107,493715
30.1604,496101
30.16975,495664
30.17908,497565
30.18842,503136
30.19777,495249
30.2071,497301
30.21643,491178
30.22578,499980
30.23512,500523
30.24445,506904
30.2538,499312
30.26313,498614
30.27247,501764
30.28182,492593
30.29115,500845
30.3005,503810
30.30983,507899
30.31917,508527
30.32852,503227
30.33785,496135
30.34718,509509
30.35653,505393
30.36587,506678
30.3752,509621
30.38455,518209
30.39388,525404
30.40322,538860
30.41257,564231
30.4219,574867
30.43123,556949
30.44058,542276
30.44992,531556
30.45925,537095
30.4686,535152
30.47793,547930
30.48728,549066
30.49662,549564
30.50595,556695
30.5153,562070
30.52463,561645
30.53397,559117
30.54332,552258
30.55265,553246
30.56198,551109
30.57133,546584
30.58067,549452
30.59,554308
30.59935,549379
30.60868,555013
30.61802,557806
30.62737,558245
30.6367,556701
30.64603,573174
30.65538,570633
30.66472,581325
30.67407,575791
30.6834,578393
30.69273,572649
30.70208,568558
30.71142,556070
30.72075,557009
30.7301,552859
30.73943,537239
30.74877,530650
30.75812,535859
30.76745,539155
30.77678,533607
30.78613,534523
30.79547,536236
30.8048,539510
30.81415,539075
30.82348,541415
30.83282,542934
30.84217,543886
30.8515,533777
30.86085,536258
30.87018,534972
30.87952,537084
30.88887,531764
30.8982,536492
30.90753,531670
30.91688,537185
30.92622,539389
30.93555,539388
30.9449,538498
30.95423,539030
30.96357,541514
30.97292,539528
30.98225,541027
30.99158,546184
31.00093,537779
31.01027,541474
31.0196,536956
31.02895,539668
31.03828,542142
31.04763,538964
31.05697,538064
31.0663,536378
31.07565,530627
31.08498,536160
31.09432,538417
31.10367,534535
31.113,534241
31.12233,542115
31.13168,535977
31.14102,533540
31.15035,538630
31.1597,536704
31.16903,541574
31.17837,533476
31.18772,531227
31.19705,537086
31.2064,536290
31.21573,530619
31.22507,525517
31.23442,525812
31.24375,527909
31.25308,532049
31.26243,529331
31.27177,523813
31.2811,527842
31.29045,525579
31.29978,525260
31.30912,521989
31.31847,524388
31.3278,526197
31.33713,519710
31.34648,521010
31.35582,528944
31.36515,520197
