(4, 5, 7, 9, 21, 22, 24, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.5054354509106278]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.5025276279095549]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.5025052637142545]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.5008330181104006]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.5007425802172664]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 73) [0.9, 0.49979395430434553]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 73) [0.9, 0.49893185101219123]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4987710435272598]
(4, 5, 7, 8, 9, 21, 22, 24, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4980752964111234]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 73) [0.9, 0.4974143646361611]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4971409544964498]
(4, 5, 7, 8, 9, 21, 22, 24, 27, 28, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49668681739943255]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49581319282510306]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 73) [0.9, 0.4955998269923179]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4955101853298077]
(4, 5, 7, 8, 9, 21, 22, 24, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 73) [0.9, 0.4954178788734042]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 64, 66, 72, 73) [0.9, 0.495315178435598]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4950021765212475]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 64, 66, 72, 73) [0.9, 0.49481412525865903]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49473723095141114]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4945101211364788]
(4, 5, 7, 8, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4942205430145214]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49413824983967825]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4938299184410762]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49360219653472165]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.493474718849556]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4932871623896043]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4932828417232547]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49326217828500135]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 63, 64, 66, 72, 73) [0.9, 0.49324718488580405]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4932264588946096]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4932015071998815]
(4, 5, 7, 9, 21, 22, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4931903205911814]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4931666225149039]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 64, 72, 73) [0.9, 0.4931599174166548]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.493136960135659]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.493115455150162]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 63, 64, 66, 72, 73) [0.9, 0.4931025445907576]
(4, 5, 7, 9, 21, 22, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49309629011810596]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49308469159300133]
(4, 5, 7, 9, 21, 22, 24, 27, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49306318913944597]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4930331094711225]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49293757295185375]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49279061281566233]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4926847887317547]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 73) [0.9, 0.4926623288671399]
(4, 5, 7, 8, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 73) [0.9, 0.4926484636046589]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.49245256477154403]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4924134632321473]
