(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 89661947.96796197],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 46343385.025308736],
(3, 4, 19, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126) : [1.0, 33190640.596966553],
(3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 128) : [1.0, 22381654.469473865],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 125, 126) : [1.0, 20716047.278766762],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 124, 126, 127) : [1.0, 12895356.378013456],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127) : [1.0, 11291812.00212419],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 11119105.3525279],
(3, 4, 22, 23, 25, 32, 44, 57, 59, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126, 128) : [1.0, 10366948.771116072],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 95, 97, 101, 108, 114, 115, 119, 121, 124, 126) : [1.0, 10212529.181430774],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 10067455.683166297],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 91, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 9760947.782451546],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 108, 114, 119, 121, 124, 125, 126) : [1.0, 9168357.667940045],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 123, 124, 126) : [1.0, 7338533.0044894675],
(3, 4, 13, 22, 23, 25, 32, 36, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 7163712.824869608],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 6616466.853902194],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 127) : [1.0, 6191172.545000237],
(3, 4, 14, 22, 23, 25, 32, 36, 57, 61, 67, 71, 79, 84, 93, 97, 101, 114, 119, 121, 123, 124, 126, 127) : [1.0, 5636504.773364496],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 116, 124, 126, 127, 131) : [1.0, 5447098.525440951],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127, 129) : [1.0, 5301453.145375982],
(3, 4, 14, 22, 23, 25, 32, 50, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 114, 119, 124, 125, 126, 127) : [1.0, 5247439.425331956],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 61, 67, 78, 82, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 5208410.9689417025],
(2, 3, 4, 22, 23, 25, 32, 36, 57, 59, 67, 71, 78, 84, 93, 95, 97, 101, 114, 119, 124, 126, 127, 128) : [1.0, 5169239.137214583],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 103, 108, 114, 119, 121, 124, 125, 126) : [1.0, 5059747.659578162],
(3, 4, 14, 22, 23, 25, 32, 36, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 114, 119, 121, 124, 126, 127) : [1.0, 5002195.917399886],
(3, 4, 13, 14, 22, 23, 32, 36, 48, 57, 61, 67, 78, 84, 93, 97, 101, 103, 114, 119, 124, 126, 127, 131) : [1.0, 4915447.294039226],
(3, 4, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 4772524.745481062],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 74, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 4510279.736737887],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 123, 124, 126, 128) : [1.0, 4231164.82597217],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 115, 119, 121, 124, 126) : [1.0, 4028329.0208225227],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 103, 108, 114, 119, 121, 124, 126) : [1.0, 4026833.3419244695],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 61, 67, 71, 84, 93, 97, 101, 110, 114, 119, 124, 125, 126, 127) : [1.0, 3897660.0517739006],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 125, 126, 127) : [1.0, 3791857.238577243],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 123, 124, 126, 130) : [1.0, 3767490.683951531],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 125, 126, 127) : [1.0, 3754164.825282316],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126) : [1.0, 3604031.5198335308],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 128) : [1.0, 3484079.7013382893],
(3, 4, 22, 23, 25, 28, 32, 44, 57, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 116, 119, 121, 124, 126) : [1.0, 3427068.1904053106],
(3, 4, 22, 23, 25, 32, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 123, 124, 126, 129) : [1.0, 3026240.111486455],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 91, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126) : [1.0, 2765612.7594395555],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126) : [1.0, 2673903.317468721],
(3, 4, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 2624828.329237333],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 2354681.7968728044],
(3, 4, 10, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 123, 124, 126) : [1.0, 2302811.608229215],
(2, 3, 4, 13, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 119, 121, 124, 125, 126) : [1.0, 2259301.969226711],
(3, 4, 10, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 2238240.248568347],
(3, 4, 10, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 2238240.248568347],
(3, 4, 16, 19, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 2203659.9851717814],
(3, 4, 11, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 1960655.5232192213],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 77, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 1902517.566304327],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 122, 124, 126) : [1.0, 1862469.743713688],
(3, 4, 10, 13, 21, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 125, 126, 127, 131) : [1.0, 1842317.801582529],
(3, 4, 18, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 1785665.2958038475],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 1737996.236121564],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 114, 119, 121, 124, 126, 127) : [1.0, 1582444.7010056528],
(3, 4, 10, 22, 23, 25, 32, 45, 48, 52, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 1576059.5835837927],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127) : [1.0, 1572688.421617021],
(3, 4, 14, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 100, 101, 114, 115, 119, 124, 125, 126, 127) : [1.0, 1562889.8795018438],
(3, 4, 10, 19, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 1541614.6099975503],
(3, 4, 13, 19, 22, 23, 32, 48, 57, 61, 67, 73, 78, 84, 93, 97, 101, 113, 114, 124, 125, 126, 127, 131) : [1.0, 1540478.7355263906],
(3, 4, 12, 22, 23, 25, 27, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 1513879.2190584622],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 125, 126, 132) : [1.0, 1510883.6812552707],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 125, 126, 133) : [1.0, 1510883.6812552707],
(3, 4, 10, 13, 19, 22, 23, 32, 34, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 116, 124, 126, 127, 131) : [1.0, 1500814.1340921216],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 89, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126) : [1.0, 1460552.0999422858],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127) : [1.0, 1459595.6677553335],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 114, 119, 121, 123, 124, 126) : [1.0, 1444254.8100079186],
(3, 4, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127) : [1.0, 1435130.431166801],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 129) : [1.0, 1430644.0177490367],
(3, 4, 13, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 1425031.8356068314],
(3, 4, 10, 13, 19, 22, 23, 32, 33, 44, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 1424099.2582388592],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 110, 114, 119, 121, 124, 126) : [1.0, 1419921.7656310394],
