(10, 13, 14, 18, 21, 25, 38, 67, 84, 85, 89, 95, 97, 101, 103, 119, 120, 125, 129, 131) : [1.0, 80152.45079047154],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129) : [1.0, 35838.940693478144],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 78, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131) : [1.0, 29147.821528799333],
(10, 13, 14, 18, 25, 38, 67, 78, 84, 85, 89, 97, 101, 103, 120, 121, 123, 125, 129, 130) : [1.0, 23557.64323200284],
(10, 13, 14, 18, 25, 36, 38, 67, 84, 85, 89, 97, 100, 101, 103, 120, 123, 125, 129, 131) : [1.0, 18778.059769975145],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131) : [1.0, 17207.571464669043],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 97, 101, 103, 120, 125, 126, 128, 129, 131) : [1.0, 15163.753990818781],
(10, 13, 14, 18, 25, 38, 61, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131) : [1.0, 14332.642824327282],
(10, 13, 14, 18, 25, 38, 67, 84, 85, 89, 97, 100, 101, 103, 108, 120, 125, 127, 129, 131) : [1.0, 12877.790672823698],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 79, 85, 89, 97, 100, 101, 103, 120, 125, 127, 129) : [1.0, 12637.399187556008],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 127, 129) : [1.0, 12335.174230683648],
(10, 13, 14, 18, 25, 38, 67, 78, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131, 132) : [1.0, 11542.762910870488],
(10, 13, 14, 18, 25, 38, 67, 78, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131, 133) : [1.0, 11542.762910870488],
(10, 13, 14, 18, 25, 38, 67, 78, 84, 85, 89, 97, 100, 101, 103, 110, 120, 125, 129, 131) : [1.0, 9776.962833085649],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131) : [1.0, 9160.663208230571],
(10, 13, 14, 18, 25, 38, 67, 79, 84, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129, 131) : [1.0, 9154.307160221202],
(10, 13, 14, 18, 25, 38, 57, 67, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 132) : [1.0, 8203.741672147866],
(10, 13, 14, 18, 25, 38, 57, 67, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 133) : [1.0, 8203.741672147866],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 84, 85, 89, 97, 100, 101, 103, 114, 120, 125, 129) : [1.0, 7048.754085619803],
(10, 13, 14, 18, 25, 38, 67, 73, 79, 84, 85, 89, 97, 101, 103, 120, 123, 125, 129, 131) : [1.0, 6796.6428355750295],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129, 132) : [1.0, 6699.086468243732],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129, 133) : [1.0, 6699.086468243732],
(10, 13, 14, 18, 25, 36, 38, 67, 84, 85, 89, 97, 100, 101, 103, 115, 120, 125, 129, 131) : [1.0, 6491.685185841857],
(3, 4, 10, 18, 22, 32, 57, 59, 67, 71, 73, 79, 93, 97, 100, 101, 121, 124, 126, 132) : [1.0, 6222.859198529147],
(3, 4, 10, 18, 22, 32, 57, 59, 67, 71, 73, 79, 93, 97, 100, 101, 121, 124, 126, 133) : [1.0, 6222.859198529147],
(10, 13, 14, 18, 25, 32, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 114, 120, 125, 129) : [1.0, 5964.924498264775],
(10, 13, 14, 18, 25, 36, 38, 48, 67, 79, 82, 85, 89, 97, 101, 103, 120, 125, 126, 129) : [1.0, 5889.558183938472],
(10, 13, 14, 18, 25, 38, 67, 78, 85, 89, 97, 101, 103, 119, 120, 121, 123, 125, 129, 130) : [1.0, 5821.153187659012],
(10, 13, 14, 18, 25, 38, 67, 71, 84, 85, 89, 95, 97, 101, 103, 119, 120, 125, 129, 131) : [1.0, 5709.114325151972],
(10, 13, 14, 18, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 114, 115, 120, 125, 129, 131) : [1.0, 5333.375988151394],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 126, 127) : [1.0, 5119.4426984634665],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132) : [1.0, 5102.877523151711],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 133) : [1.0, 5102.877523151711],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 95, 97, 101, 103, 120, 125, 128, 129, 131) : [1.0, 4725.211645180057],
(10, 13, 14, 18, 19, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 110, 120, 125, 129, 131) : [1.0, 4595.432028793013],
(10, 13, 14, 18, 25, 38, 67, 73, 84, 85, 89, 97, 100, 101, 103, 120, 125, 127, 129, 131) : [1.0, 4578.518898241134],
(10, 13, 14, 18, 25, 38, 67, 84, 85, 89, 97, 101, 103, 119, 120, 125, 126, 129, 130, 131) : [1.0, 4522.90364797649],
(10, 13, 14, 18, 25, 36, 38, 67, 84, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129, 131) : [1.0, 4502.829752298916],
(3, 4, 22, 32, 36, 48, 57, 67, 73, 79, 93, 97, 101, 115, 119, 121, 123, 124, 126, 131) : [1.0, 4318.698006614583],
(10, 13, 14, 18, 25, 38, 48, 61, 67, 79, 85, 89, 97, 100, 101, 103, 115, 120, 125, 129) : [1.0, 4268.638611095893],
(10, 13, 14, 18, 25, 38, 67, 71, 84, 85, 89, 97, 100, 101, 103, 119, 120, 125, 129, 131) : [1.0, 4194.248047089091],
(10, 13, 14, 18, 25, 38, 67, 84, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129, 131, 132) : [1.0, 4024.8684278177534],
(10, 13, 14, 18, 25, 38, 67, 84, 85, 89, 97, 100, 101, 103, 108, 120, 125, 129, 131, 133) : [1.0, 4024.8684278177534],
(3, 4, 22, 23, 25, 32, 57, 67, 71, 78, 84, 93, 97, 101, 114, 119, 121, 124, 126, 131) : [1.0, 3941.6602260165873],
