(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131) : [1.0, 93994.02033217631],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 71, 84, 85, 89, 97, 101, 103, 120, 123, 125, 129, 131) : [1.0, 52633.68917926614],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 84, 85, 89, 97, 101, 103, 120, 125, 126, 129, 131) : [1.0, 40498.21680837691],
(10, 13, 14, 18, 25, 38, 67, 71, 79, 82, 85, 89, 97, 101, 103, 115, 120, 125, 128, 129, 131) : [1.0, 37211.06691812276],
(10, 13, 14, 18, 25, 38, 57, 67, 79, 84, 85, 89, 97, 101, 103, 108, 119, 120, 125, 129, 131) : [1.0, 36071.78320856993],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 91, 97, 101, 103, 119, 120, 125, 126, 129, 131) : [1.0, 29296.469742056346],
(10, 13, 14, 18, 25, 38, 44, 48, 61, 67, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 132) : [1.0, 26321.54778832707],
(10, 13, 14, 18, 25, 38, 44, 48, 61, 67, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 133) : [1.0, 26321.54778832707],
(1, 10, 13, 14, 18, 25, 36, 38, 48, 67, 79, 85, 89, 97, 101, 103, 108, 120, 125, 126, 129) : [1.0, 23154.86464136971],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 22114.724332733706],
(10, 13, 14, 18, 21, 25, 38, 57, 67, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 130, 131) : [1.0, 21166.017646071454],
(10, 13, 14, 18, 25, 38, 44, 57, 67, 73, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131) : [1.0, 21154.70830777181],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 127, 129, 132) : [1.0, 20488.019950076647],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 127, 129, 133) : [1.0, 20488.019950076647],
(10, 13, 14, 18, 25, 38, 61, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131, 132) : [1.0, 19056.634882200815],
(10, 13, 14, 18, 25, 38, 61, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131, 133) : [1.0, 19056.634882200815],
(10, 13, 14, 18, 25, 38, 61, 67, 78, 79, 85, 89, 97, 101, 103, 108, 120, 121, 125, 129, 131) : [1.0, 18483.30890580429],
(3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 119, 124, 126, 132) : [1.0, 18420.998726840837],
(3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 119, 124, 126, 133) : [1.0, 18420.998726840837],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 71, 79, 85, 89, 97, 101, 103, 120, 125, 129, 130) : [1.0, 17915.21232241429],
(10, 13, 14, 18, 25, 38, 44, 67, 79, 85, 89, 97, 101, 103, 110, 120, 125, 128, 129, 131, 132) : [1.0, 16055.656996137775],
(10, 13, 14, 18, 25, 38, 44, 67, 79, 85, 89, 97, 101, 103, 110, 120, 125, 128, 129, 131, 133) : [1.0, 16055.656996137775],
(10, 13, 14, 18, 25, 38, 59, 67, 78, 84, 85, 89, 97, 100, 101, 103, 120, 121, 125, 129, 131) : [1.0, 15840.892314531908],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 88, 89, 97, 98, 101, 103, 120, 125, 128, 129, 131) : [1.0, 15571.103754051044],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 71, 79, 85, 89, 97, 100, 101, 103, 120, 125, 129) : [1.0, 14201.262421018831],
(3, 4, 13, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 13740.586910865246],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131) : [1.0, 13685.025358518325],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 85, 89, 97, 101, 103, 115, 120, 125, 128, 129, 131) : [1.0, 13231.579848805623],
(10, 13, 14, 18, 25, 38, 67, 74, 78, 84, 85, 89, 97, 100, 101, 103, 110, 120, 125, 129, 131) : [1.0, 12954.462877912343],
(10, 13, 14, 18, 25, 38, 67, 71, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132) : [1.0, 12423.168332359719],
(10, 13, 14, 18, 25, 38, 67, 71, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 133) : [1.0, 12423.168332359719],
(10, 13, 14, 18, 25, 38, 67, 84, 85, 89, 97, 101, 103, 114, 119, 120, 123, 125, 126, 129, 131) : [1.0, 11650.0046723931],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 114, 119, 124, 126, 127) : [1.0, 11579.3116214502],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 84, 93, 97, 100, 101, 114, 119, 124, 126, 127) : [1.0, 11244.746891349283],
(10, 13, 14, 18, 21, 25, 32, 36, 38, 67, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131) : [1.0, 10812.053083982375],
(10, 13, 14, 18, 25, 38, 48, 67, 82, 84, 85, 89, 97, 101, 103, 114, 115, 120, 125, 129, 131) : [1.0, 10190.286202678602],
(10, 13, 14, 18, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 114, 115, 120, 125, 129, 131, 132) : [1.0, 10060.97457119254],
(10, 13, 14, 18, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 114, 115, 120, 125, 129, 131, 133) : [1.0, 10060.97457119254],
(10, 13, 14, 18, 19, 25, 36, 38, 67, 84, 85, 89, 97, 100, 101, 103, 114, 120, 125, 129, 131) : [1.0, 9765.585496601212],
(10, 13, 14, 18, 21, 25, 38, 59, 67, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131, 132) : [1.0, 9671.2677224528],
(10, 13, 14, 18, 21, 25, 38, 59, 67, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131, 133) : [1.0, 9671.2677224528],
(10, 13, 14, 18, 25, 36, 38, 67, 71, 84, 85, 89, 97, 100, 101, 103, 119, 120, 125, 129, 131) : [1.0, 9330.992036042344],
(10, 13, 14, 18, 21, 25, 36, 38, 67, 84, 85, 89, 97, 100, 101, 103, 115, 120, 125, 129, 131) : [1.0, 9147.289895942056],
(10, 13, 14, 18, 25, 28, 38, 67, 73, 78, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 131) : [1.0, 9097.924435294737],
(10, 13, 14, 18, 21, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 114, 120, 125, 129, 131, 132) : [1.0, 8922.601484251736],
(10, 13, 14, 18, 21, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 114, 120, 125, 129, 131, 133) : [1.0, 8922.601484251736],
(10, 13, 14, 18, 25, 38, 67, 78, 82, 85, 89, 95, 97, 101, 103, 120, 121, 123, 125, 129, 132) : [1.0, 8663.088952069247],
