(3, 4, 22, 23, 25, 28, 32, 44, 48, 57, 61, 67, 71, 77, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 132) : [1.0, 62341089.50962462],
(3, 4, 22, 23, 25, 28, 32, 44, 48, 57, 61, 67, 71, 77, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 133) : [1.0, 62341089.50962462],
(3, 4, 10, 13, 19, 22, 23, 25, 32, 44, 48, 57, 61, 67, 78, 84, 93, 95, 97, 101, 114, 115, 124, 126, 127, 131) : [1.0, 59724098.04952514],
(3, 4, 17, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126) : [1.0, 56217356.29401987],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 61, 67, 78, 83, 84, 93, 97, 100, 101, 108, 114, 124, 126, 127, 131) : [1.0, 53483195.74934083],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 107, 108, 112, 114, 119, 121, 124, 126, 132) : [1.0, 48055248.18797141],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 107, 108, 112, 114, 119, 121, 124, 126, 133) : [1.0, 48055248.18797141],
(3, 4, 13, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 91, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 36726023.87305621],
(3, 4, 13, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 91, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 36726023.87305621],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 128, 132) : [1.0, 35734648.076764494],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 128, 133) : [1.0, 35734648.076764494],
(3, 4, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 127) : [1.0, 34967260.814478606],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 130, 132) : [1.0, 32813106.997228395],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 130, 133) : [1.0, 32813106.997228395],
(3, 4, 10, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 100, 101, 114, 119, 121, 124, 126) : [1.0, 29086671.10937071],
(3, 4, 10, 14, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 25541463.794474274],
(3, 4, 12, 14, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 24823498.238656625],
(3, 4, 14, 15, 19, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 24375429.82977733],
(3, 4, 14, 22, 23, 25, 32, 50, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 112, 114, 119, 124, 125, 126, 127, 132) : [1.0, 23747102.84256691],
(3, 4, 14, 22, 23, 25, 32, 50, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 112, 114, 119, 124, 125, 126, 127, 133) : [1.0, 23747102.84256691],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 131, 132) : [1.0, 20785880.003039923],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 131, 133) : [1.0, 20785880.003039923],
(3, 4, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126) : [1.0, 20227015.07569849],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 130) : [1.0, 18949115.076120283],
(3, 4, 5, 14, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 17638173.866664443],
(3, 4, 9, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 74, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 16995459.190004263],
(3, 4, 9, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 74, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 16995459.190004263],
(3, 4, 14, 19, 22, 23, 25, 32, 36, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 114, 119, 121, 124, 126, 127, 132) : [1.0, 16664124.308169292],
(3, 4, 14, 19, 22, 23, 25, 32, 36, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 114, 119, 121, 124, 126, 127, 133) : [1.0, 16664124.308169292],
(3, 4, 11, 13, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 14276667.019716391],
(3, 4, 15, 18, 19, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 13643276.953711078],
