(1, 6, 7, 22, 48, 54, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.810928626858067],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.718481577055018],
(1, 6, 7, 48, 54, 56, 57, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.706224005152324],
(1, 6, 7, 22, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.658296072282795],
(1, 6, 7, 22, 39, 48, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.63829534077408],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.620964829707336],
(1, 6, 7, 13, 48, 54, 56, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.601861731391304],
(1, 6, 7, 22, 48, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.59606888374765],
(1, 6, 7, 48, 54, 56, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.587685628219009],
(1, 6, 7, 22, 39, 48, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.5784666758080075],
(1, 6, 7, 22, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.577020679037755],
(1, 6, 7, 39, 48, 54, 56, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.557989707685257],
(1, 6, 7, 39, 48, 54, 56, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.546669196431289],
(1, 6, 7, 22, 48, 54, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.539936222130599],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.516001063994909],
(1, 6, 7, 39, 48, 54, 56, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.508785873075565],
(1, 6, 7, 39, 48, 54, 56, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.498754847885243],
(1, 6, 7, 39, 48, 54, 56, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 82) : [1.0, 5.49695666018108],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.4898403454409195],
(1, 6, 7, 22, 48, 57, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.470139045054884],
(1, 6, 7, 39, 48, 56, 57, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.457605861321123],
(1, 6, 7, 13, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.454656939863382],
(1, 6, 7, 22, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.4520151108942745],
(1, 6, 7, 39, 48, 54, 57, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.427039646782061],
(1, 6, 7, 13, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.4258448261581975],
(1, 6, 7, 13, 48, 54, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.424834158675446],
(1, 6, 7, 39, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.413250473654623],
(1, 6, 7, 13, 39, 48, 54, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.400390132864058],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.394896207223091],
(1, 6, 7, 48, 54, 56, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.381632694560681],
(1, 6, 7, 39, 48, 53, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.38147450140214],
(1, 6, 7, 39, 48, 56, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.3766287278000675],
(1, 6, 39, 48, 54, 56, 57, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.370375333439847],
(1, 6, 7, 41, 48, 56, 57, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.361282798755137],
(1, 5, 6, 7, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.356794112044638],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.353814614199119],
(1, 6, 7, 13, 39, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.348477736754054],
(1, 6, 7, 39, 48, 54, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.338494747091853],
(1, 6, 7, 39, 48, 54, 56, 57, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.338107128557714],
(1, 6, 7, 13, 48, 54, 56, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.332039287302004],
(1, 6, 7, 48, 53, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.328975776995281],
(1, 6, 7, 41, 48, 54, 57, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.3264966924431745],
(1, 6, 39, 48, 54, 56, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.3207754314542415],
(1, 6, 7, 13, 48, 54, 56, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.311203410068947],
(1, 6, 7, 39, 48, 56, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.305494124245399],
(1, 6, 7, 13, 48, 56, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.304947102282716],
(1, 6, 7, 41, 48, 54, 56, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.30104806419655],
(1, 6, 7, 39, 48, 54, 56, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.299774449974786],
(1, 6, 7, 22, 39, 48, 57, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.299375951282023],
(1, 6, 7, 39, 48, 56, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 5.29859677154664],
(1, 6, 7, 13, 39, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.297690414372796],
(1, 6, 7, 48, 56, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.297503898945715],
