(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 71, 72, 73) [0.9, 0.4282667214991241]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 72, 73) [0.9, 0.42264704191804353]
(4, 5, 7, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4199464976607404]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.41878250722458094]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4160050124284293]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 73) [0.9, 0.4095097211919094]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 71, 72, 73) [0.9, 0.4092810816300705]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4087144232901161]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 64, 66, 71, 72, 73) [0.9, 0.40830881521961077]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4066341962073075]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.40575983141850935]
(4, 5, 7, 8, 9, 10, 21, 22, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4042674224378701]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4032351819203989]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4031335976559645]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.40231806706450285]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 47, 50, 51, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4022987478864368]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 53, 55, 57, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.4022879863585467]
(4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 61, 63, 64, 66, 71, 72, 73) [0.9, 0.40228715615980404]
