(1, 6, 7, 39, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.312627920115723],
(1, 6, 7, 22, 48, 54, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.166777759130418],
(1, 6, 7, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.136474686634704],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.111180726957632],
(1, 6, 7, 22, 48, 58, 59, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.092867010798845],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.076469979209314],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.0642698622272055],
(1, 6, 7, 48, 54, 56, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.04437999282941],
(1, 6, 7, 22, 48, 54, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.04349235106385],
(1, 6, 7, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.025943771966529],
(1, 6, 7, 22, 48, 57, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.003040750375035],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.997957882367848],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.978417547510193],
(1, 6, 7, 13, 48, 54, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 5.9356030966435185],
(1, 6, 7, 13, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.934962696147963],
(1, 6, 7, 22, 39, 48, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 5.934930870063495],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 5.912597506896022],
