(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 69, 70, 71, 72, 73) [0.9, 0.8114111709886805]
(1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.7867255407391941]
(1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.784588423084651]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.7789802945952052]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.7721327466056481]
(1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.7710000060588539]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.7585892059515912]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.755766676501184]
(1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 67, 68, 69, 71, 72, 73) [0.9, 0.7530999647916202]
(1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 67, 68, 69, 71, 72, 73) [0.9, 0.7503162032836558]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6831057075378193]
(1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 60, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6607616899338665]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6485829150616567]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6446094169519243]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6406390906415724]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 60, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6331571010363166]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 36, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6329542677371385]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 36, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6325688795566462]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6316385239498812]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6315626074183536]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6265091946944078]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 60, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6258998939649959]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 18, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 70, 71, 72, 73) [0.9, 0.6254277654782782]
(1, 2, 3, 4, 5, 7, 8, 9, 10, 17, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 36, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 70, 71, 72, 73) [0.9, 0.6226733597582698]
