(3, 4, 10, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 1947582.288821471],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 125, 126) : [1.0, 1498845.849526365],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 84, 93, 97, 101, 103, 114, 115, 119, 121, 123, 124, 126) : [1.0, 1401845.100559286],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 131) : [1.0, 1383673.1571299129],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 918137.6795256254],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 896349.3143749224],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 78, 79, 84, 93, 97, 101, 114, 119, 124, 126, 127, 129) : [1.0, 884445.5408697635],
(3, 4, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 800410.3624122917],
(3, 4, 14, 22, 23, 25, 32, 48, 61, 67, 71, 73, 75, 79, 84, 93, 97, 101, 114, 123, 124, 126, 131) : [1.0, 670918.8014798531],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 110, 114, 119, 121, 124, 126) : [1.0, 508103.52548685524],
(3, 4, 22, 23, 25, 32, 38, 44, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 481618.2494036357],
(3, 4, 14, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 447299.2953692285],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 414635.72070355894],
(3, 4, 10, 13, 19, 22, 23, 32, 48, 57, 61, 67, 78, 84, 93, 95, 97, 101, 114, 124, 126, 127, 131) : [1.0, 371796.99658056436],
(3, 4, 13, 18, 22, 23, 32, 36, 48, 57, 61, 67, 78, 84, 93, 97, 101, 110, 114, 124, 126, 129, 131) : [1.0, 352954.9287052764],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 351257.50530242635],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 295576.38410475757],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 78, 82, 84, 93, 97, 101, 114, 119, 124, 126, 127, 129) : [1.0, 269280.58582778106],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 261974.79431688902],
(3, 4, 10, 13, 18, 22, 23, 32, 48, 57, 59, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 230959.35858716175],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126) : [1.0, 187803.638252077],
(3, 4, 10, 21, 22, 23, 25, 32, 57, 61, 67, 71, 84, 93, 97, 101, 114, 115, 119, 121, 123, 124, 126) : [1.0, 182557.25704699103],
(3, 4, 18, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 179484.99896714956],
(3, 4, 21, 22, 23, 25, 32, 36, 57, 61, 67, 71, 84, 93, 97, 101, 114, 115, 119, 121, 123, 124, 126) : [1.0, 162048.29481809287],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 74, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 144747.13843191825],
(3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 105, 114, 119, 121, 124, 126, 127) : [1.0, 141236.8924643434],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127) : [1.0, 136837.49213209943],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 115, 119, 121, 124, 126) : [1.0, 135671.7869511457],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126, 127, 132) : [1.0, 135391.47552619],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126, 127, 133) : [1.0, 135391.47552619],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 115, 119, 121, 124, 126) : [1.0, 133841.78574752063],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126, 130) : [1.0, 127180.12702290864],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 124535.42269761635],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 119533.50549656413],
(3, 4, 19, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 116842.71184013411],
(3, 4, 10, 13, 22, 23, 32, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 110, 114, 124, 126, 127, 131) : [1.0, 110082.27232560563],
(3, 4, 14, 18, 22, 23, 25, 32, 36, 57, 61, 67, 71, 84, 93, 97, 100, 101, 114, 119, 124, 126, 127) : [1.0, 109711.07631537756],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126) : [1.0, 107042.94123178629],
(3, 4, 13, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 100234.67180711469],
(3, 4, 13, 14, 22, 23, 32, 36, 38, 48, 57, 61, 67, 78, 84, 93, 97, 100, 101, 114, 124, 126, 131) : [1.0, 97274.8632839875],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132, 133) : [1.0, 95062.07260775285],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 128) : [1.0, 93840.02716522974],
(3, 4, 10, 22, 23, 25, 32, 48, 57, 61, 67, 71, 84, 93, 97, 101, 113, 114, 119, 124, 125, 126, 127) : [1.0, 91576.06378847652],
(3, 4, 22, 23, 25, 32, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 124, 126) : [1.0, 90430.76835889679],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 78, 82, 84, 93, 97, 101, 114, 119, 123, 124, 126, 127) : [1.0, 90386.44834684602],
(3, 4, 13, 22, 23, 32, 36, 48, 57, 61, 67, 78, 84, 93, 97, 101, 103, 114, 124, 126, 127, 131, 132) : [1.0, 89879.84039933885],
(3, 4, 13, 22, 23, 32, 36, 48, 57, 61, 67, 78, 84, 93, 97, 101, 103, 114, 124, 126, 127, 131, 133) : [1.0, 89879.84039933885],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 109, 114, 119, 121, 124, 126) : [1.0, 83336.273318759],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 114, 119, 121, 124, 125, 126, 131) : [1.0, 83005.29697849981],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 113, 114, 119, 121, 124, 126) : [1.0, 79668.88982064759],
(3, 4, 22, 23, 25, 32, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 123, 124, 126) : [1.0, 79476.28760923263],
(2, 3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 119, 121, 124, 125, 126) : [1.0, 79348.59656088449],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 112, 114, 119, 121, 124, 126, 131) : [1.0, 78345.10916686754],
(3, 4, 14, 22, 23, 25, 32, 36, 57, 61, 67, 71, 78, 84, 93, 97, 100, 101, 114, 119, 124, 126, 127) : [1.0, 77961.54012329463],
(3, 4, 13, 22, 23, 32, 48, 57, 61, 67, 73, 78, 84, 93, 97, 101, 103, 114, 124, 125, 126, 127, 131) : [1.0, 77499.92927424937],
