(3, 4, 10, 13, 19, 22, 23, 32, 38, 44, 48, 57, 61, 67, 73, 78, 83, 84, 93, 97, 101, 108, 114, 124, 126, 127, 131) : [1.0, 88222664.52629286],
(3, 4, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 130, 132, 133) : [1.0, 18389763.747618187],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 36, 44, 48, 57, 61, 67, 78, 83, 84, 93, 97, 101, 108, 114, 124, 126, 127, 131) : [1.0, 11955421.772058954],
(3, 4, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 91, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 7601146.545247554],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 59, 61, 67, 71, 78, 84, 93, 97, 101, 114, 119, 123, 124, 125, 126, 127, 132) : [1.0, 7396841.727178276],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 59, 61, 67, 71, 78, 84, 93, 97, 101, 114, 119, 123, 124, 125, 126, 127, 133) : [1.0, 7396841.727178276],
(3, 4, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 111, 112, 114, 119, 121, 124, 126, 132, 133) : [1.0, 6875411.783431134],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 125, 126, 132, 133) : [1.0, 6655654.442068023],
(3, 4, 10, 18, 19, 22, 23, 25, 32, 48, 57, 59, 61, 67, 71, 82, 84, 88, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 5238041.712508838],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 108, 110, 114, 119, 121, 122, 124, 126, 128, 129) : [1.0, 5117390.615624819],
(3, 4, 18, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 111, 112, 114, 119, 121, 124, 125, 126) : [1.0, 4992891.913238979],
(3, 4, 11, 13, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 123, 124, 126, 132) : [1.0, 4714840.3026077775],
(3, 4, 11, 13, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 123, 124, 126, 133) : [1.0, 4714840.3026077775],
(3, 4, 14, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 132, 133) : [1.0, 4618476.2949759215],
(3, 4, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126) : [1.0, 4574329.203696564],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 38, 44, 48, 56, 57, 61, 67, 78, 84, 93, 95, 97, 101, 114, 124, 126, 127, 131) : [1.0, 4465336.111952416],
(3, 4, 18, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 114, 119, 121, 124, 126, 129) : [1.0, 4459576.161529683],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 80, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 126, 130) : [1.0, 4417491.522259074],
(3, 4, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126, 130) : [1.0, 4388135.097732042],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 61, 67, 71, 84, 93, 97, 101, 110, 114, 119, 124, 125, 126, 127, 131, 132, 133) : [1.0, 4201398.632569076],
(3, 4, 10, 14, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126, 131) : [1.0, 3966857.8966600946],
(3, 4, 18, 19, 22, 23, 25, 32, 38, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126, 129) : [1.0, 3874771.8230967955],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 110, 112, 113, 114, 119, 121, 124, 126, 132, 133) : [1.0, 3853288.23395423],
(3, 4, 18, 22, 23, 25, 32, 36, 44, 48, 52, 57, 61, 67, 71, 84, 93, 97, 101, 108, 111, 112, 114, 119, 121, 124, 126) : [1.0, 3764199.42817702],
(3, 4, 10, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 100, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 3642813.2206017617],
(3, 4, 14, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 95, 97, 101, 114, 119, 121, 123, 124, 126, 128, 132) : [1.0, 3529041.624493271],
(3, 4, 14, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 95, 97, 101, 114, 119, 121, 123, 124, 126, 128, 133) : [1.0, 3529041.624493271],
(3, 4, 14, 19, 22, 23, 25, 32, 44, 48, 57, 61, 65, 67, 71, 84, 93, 97, 101, 105, 108, 114, 115, 119, 121, 124, 126) : [1.0, 3478523.058410684],
(3, 4, 5, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 3220619.901172081],
(3, 4, 14, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 110, 112, 114, 119, 121, 124, 126) : [1.0, 3080282.598957742],
(3, 4, 17, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 132, 133) : [1.0, 3078405.7343243943],
(3, 4, 10, 20, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 3040308.543354094],
(3, 4, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 69, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 132) : [1.0, 2841435.646443415],
(3, 4, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 69, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 133) : [1.0, 2841435.646443415],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 89, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 132) : [1.0, 2816901.491784198],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 89, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126, 133) : [1.0, 2816901.491784198],
(3, 4, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 110, 112, 114, 115, 119, 121, 124, 126) : [1.0, 2786223.8673341856],
(3, 4, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 110, 112, 114, 119, 121, 124, 126) : [1.0, 2678734.755602036],
(3, 4, 22, 23, 25, 28, 32, 36, 44, 48, 57, 61, 67, 71, 77, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 132) : [1.0, 2495622.0342681073],
(3, 4, 22, 23, 25, 28, 32, 36, 44, 48, 57, 61, 67, 71, 77, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 133) : [1.0, 2495622.0342681073],
(3, 4, 11, 13, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 2480972.074199702],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 61, 67, 71, 78, 83, 84, 93, 97, 100, 101, 108, 114, 124, 126, 127, 131) : [1.0, 2469390.0695342054],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 99, 101, 108, 111, 112, 114, 115, 119, 121, 124, 126) : [1.0, 2442723.8181103887],
(3, 4, 13, 18, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126, 132) : [1.0, 2407168.6637314004],
