(3, 4, 10, 13, 19, 22, 23, 32, 36, 44, 48, 57, 61, 67, 71, 78, 79, 83, 84, 93, 97, 100, 101, 108, 114, 124, 126, 127, 131) : [1.0, 99411574.48718016],
(3, 4, 10, 13, 19, 22, 23, 32, 38, 44, 48, 57, 61, 67, 73, 78, 83, 84, 93, 97, 101, 108, 114, 124, 126, 127, 131, 132, 133) : [1.0, 90026441.09941429],
(3, 4, 18, 20, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 125, 126, 132) : [1.0, 76189405.60960321],
(3, 4, 18, 20, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 125, 126, 133) : [1.0, 76189405.60960321],
(3, 4, 10, 14, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 112, 114, 115, 119, 121, 124, 126, 132) : [1.0, 30203477.872322395],
(3, 4, 10, 14, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 112, 114, 115, 119, 121, 124, 126, 133) : [1.0, 30203477.872322395],
(3, 4, 10, 13, 19, 22, 23, 32, 38, 44, 48, 56, 57, 61, 67, 73, 78, 84, 93, 95, 97, 101, 110, 114, 115, 124, 126, 127, 131) : [1.0, 26580947.62184356],
(3, 4, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 125, 126) : [1.0, 23414000.437731583],
(3, 4, 14, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 100, 101, 108, 112, 114, 115, 119, 121, 124, 125, 126, 132) : [1.0, 18488039.040616248],
(3, 4, 14, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 100, 101, 108, 112, 114, 115, 119, 121, 124, 125, 126, 133) : [1.0, 18488039.040616248],
(3, 4, 10, 13, 19, 22, 23, 32, 36, 38, 44, 48, 56, 57, 61, 67, 78, 84, 93, 95, 97, 101, 114, 115, 124, 126, 127, 131, 132) : [1.0, 15276051.346774057],
(3, 4, 10, 13, 19, 22, 23, 32, 36, 38, 44, 48, 56, 57, 61, 67, 78, 84, 93, 95, 97, 101, 114, 115, 124, 126, 127, 131, 133) : [1.0, 15276051.346774057],
(3, 4, 18, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 114, 117, 119, 121, 124, 126, 129, 132) : [1.0, 13775384.751059363],
(3, 4, 18, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 114, 117, 119, 121, 124, 126, 129, 133) : [1.0, 13775384.751059363],
(3, 4, 10, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 100, 101, 108, 112, 114, 115, 119, 121, 124, 126, 132) : [1.0, 13098721.410799488],
(3, 4, 10, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 100, 101, 108, 112, 114, 115, 119, 121, 124, 126, 133) : [1.0, 13098721.410799488],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 36, 44, 48, 57, 61, 67, 78, 83, 84, 93, 97, 101, 108, 114, 124, 126, 127, 131, 132, 133) : [1.0, 11699324.55066823],
(3, 4, 10, 14, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 126, 132) : [1.0, 10601128.7903649],
(3, 4, 10, 14, 22, 23, 25, 32, 38, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 126, 133) : [1.0, 10601128.7903649],
(3, 4, 18, 19, 22, 23, 25, 32, 38, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 115, 119, 121, 124, 126, 132, 133) : [1.0, 10425151.92389735],
(3, 4, 5, 14, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 69, 71, 82, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126) : [1.0, 9796198.455192031],
(3, 4, 18, 22, 23, 25, 32, 36, 44, 48, 52, 57, 61, 67, 71, 84, 93, 97, 101, 108, 111, 112, 114, 115, 119, 121, 124, 126, 132) : [1.0, 9528576.106485324],
(3, 4, 18, 22, 23, 25, 32, 36, 44, 48, 52, 57, 61, 67, 71, 84, 93, 97, 101, 108, 111, 112, 114, 115, 119, 121, 124, 126, 133) : [1.0, 9528576.106485324],
(3, 4, 10, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 110, 112, 114, 115, 119, 121, 124, 126, 132) : [1.0, 9322009.922191337],
(3, 4, 10, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 110, 112, 114, 115, 119, 121, 124, 126, 133) : [1.0, 9322009.922191337],
(3, 4, 5, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 112, 114, 115, 119, 121, 124, 126) : [1.0, 9234260.192058498],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 44, 48, 57, 61, 67, 73, 78, 83, 84, 93, 97, 101, 108, 114, 115, 124, 126, 127, 131, 132) : [1.0, 9172964.869460644],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 44, 48, 57, 61, 67, 73, 78, 83, 84, 93, 97, 101, 108, 114, 115, 124, 126, 127, 131, 133) : [1.0, 9172964.869460644],
(3, 4, 10, 13, 18, 19, 22, 23, 32, 36, 38, 44, 48, 56, 57, 61, 67, 78, 84, 93, 95, 97, 101, 114, 121, 124, 126, 127, 131) : [1.0, 9075424.881078025],
(3, 4, 7, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126, 132) : [1.0, 8570796.596370706],
(3, 4, 7, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126, 133) : [1.0, 8570796.596370706],
(3, 4, 10, 13, 19, 22, 23, 32, 36, 44, 48, 57, 61, 67, 73, 78, 83, 84, 93, 97, 101, 108, 114, 124, 125, 126, 127, 131, 132) : [1.0, 8557888.760693634],
(3, 4, 10, 13, 19, 22, 23, 32, 36, 44, 48, 57, 61, 67, 73, 78, 83, 84, 93, 97, 101, 108, 114, 124, 125, 126, 127, 131, 133) : [1.0, 8557888.760693634],
(3, 4, 14, 18, 22, 23, 25, 32, 44, 48, 57, 61, 63, 67, 71, 84, 93, 97, 101, 108, 111, 112, 114, 115, 119, 121, 124, 126, 127) : [1.0, 7709710.494407856],
(3, 4, 11, 13, 14, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 132) : [1.0, 7259906.076911361],
(3, 4, 11, 13, 14, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 133) : [1.0, 7259906.076911361],
(3, 4, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 91, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 132, 133) : [1.0, 6674364.747992132],
(3, 4, 18, 20, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 82, 84, 93, 97, 100, 101, 108, 110, 112, 114, 119, 121, 124, 126) : [1.0, 6590393.122484937],
(3, 4, 14, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 88, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126, 132) : [1.0, 6500791.2652635565],
(3, 4, 14, 18, 20, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 88, 93, 97, 101, 108, 112, 114, 119, 121, 124, 125, 126, 133) : [1.0, 6500791.2652635565],
(3, 4, 13, 14, 18, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126, 132, 133) : [1.0, 6350961.941868566],
