(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.482023561162392]
(4, 5, 7, 8, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.47769682692259235]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4771715283037756]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.47542710717435427]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.474091361800041]
(4, 5, 7, 9, 10, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4734662297054808]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 73) [0.9, 0.47302067122889774]
(4, 5, 7, 9, 10, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.4720019705380394]
(4, 5, 7, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 72, 73) [0.9, 0.4710134050870709]
(4, 5, 7, 9, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 71, 72, 73) [0.9, 0.47027564734117694]
(4, 5, 7, 9, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 50, 51, 53, 55, 57, 63, 64, 66, 71, 72, 73) [0.9, 0.4702539886830323]
(4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 51, 53, 55, 57, 63, 64, 66, 72, 73) [0.9, 0.47000319713094224]
