(3, 4, 19, 22, 23, 25, 32, 42, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 123, 124, 126) : [1.0, 115601080.53637026],
(3, 4, 22, 23, 25, 28, 32, 44, 48, 57, 61, 67, 71, 77, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 107534064.5416459],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127, 132) : [1.0, 89661947.96796197],
(3, 4, 10, 19, 22, 23, 25, 32, 48, 57, 61, 67, 71, 82, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127, 133) : [1.0, 89661947.96796197],
(3, 4, 18, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 65509305.977364205],
(3, 4, 10, 19, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 79, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 52650472.26099643],
(3, 4, 17, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126) : [1.0, 51305952.07402986],
(3, 4, 10, 22, 23, 25, 32, 44, 48, 50, 57, 61, 67, 71, 78, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 47741063.94293109],
(3, 4, 19, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 33190640.596966553],
(3, 4, 19, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 33190640.596966553],
(3, 4, 22, 23, 25, 32, 44, 48, 56, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 31778615.976333093],
(3, 4, 19, 22, 23, 25, 32, 43, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 25310866.193527203],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 110, 112, 114, 119, 121, 124, 126) : [1.0, 22835513.34754008],
(3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 128, 132) : [1.0, 22381654.469473865],
(3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 128, 133) : [1.0, 22381654.469473865],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 125, 126, 132) : [1.0, 20716047.278766762],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 125, 126, 133) : [1.0, 20716047.278766762],
(3, 4, 20, 22, 23, 25, 32, 44, 48, 56, 57, 61, 67, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 20050236.706491083],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 61, 67, 78, 83, 84, 93, 97, 101, 108, 114, 124, 126, 127, 131) : [1.0, 19869504.069106836],
(3, 4, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 125, 126) : [1.0, 19241815.47317594],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 108, 114, 119, 121, 122, 124, 126, 128) : [1.0, 17256565.79717798],
(3, 4, 12, 19, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 15656597.23076165],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 92, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126) : [1.0, 15202562.300329661],
(3, 4, 22, 23, 25, 28, 32, 44, 48, 57, 59, 61, 67, 71, 74, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 14678868.730862284],
(1, 3, 4, 12, 22, 23, 25, 27, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 14176179.711064784],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 124, 126, 127, 132) : [1.0, 12895356.378013456],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 124, 126, 127, 133) : [1.0, 12895356.378013456],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 103, 108, 114, 119, 121, 124, 126) : [1.0, 11832987.472694516],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127, 132) : [1.0, 11291812.00212419],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 127, 133) : [1.0, 11291812.00212419],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 11119105.3525279],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 11119105.3525279],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 11081685.85262228],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 11081685.85262228],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 64, 67, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 11010610.573324347],
(3, 4, 22, 23, 25, 32, 44, 57, 59, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126, 128, 132) : [1.0, 10366948.771116072],
(3, 4, 22, 23, 25, 32, 44, 57, 59, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126, 128, 133) : [1.0, 10366948.771116072],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 58, 61, 67, 71, 84, 93, 97, 101, 108, 112, 113, 114, 119, 121, 124, 126) : [1.0, 10265052.905309621],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 95, 97, 101, 108, 114, 115, 119, 121, 124, 126, 132) : [1.0, 10212529.181430774],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 95, 97, 101, 108, 114, 115, 119, 121, 124, 126, 133) : [1.0, 10212529.181430774],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126, 132) : [1.0, 10067455.683166297],
(3, 4, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126, 133) : [1.0, 10067455.683166297],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 91, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 9760947.782451546],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 73, 84, 91, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 9760947.782451546],
(3, 4, 13, 21, 22, 23, 25, 32, 36, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 9653638.151168548],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 108, 114, 119, 121, 124, 125, 126, 132) : [1.0, 9168357.667940045],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 108, 114, 119, 121, 124, 125, 126, 133) : [1.0, 9168357.667940045],
(3, 4, 7, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 9032285.33473139],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 80, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 8999156.276678864],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 99, 101, 107, 108, 112, 114, 119, 121, 124, 126) : [1.0, 8981188.498181643],
(3, 4, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 100, 101, 114, 119, 121, 124, 126) : [1.0, 8485163.634422252],
(3, 4, 19, 22, 23, 25, 32, 36, 44, 57, 59, 61, 67, 71, 79, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 8454846.870056441],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 78, 82, 84, 85, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 8230830.833425055],
(3, 4, 9, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 74, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 8187025.421302835],
(2, 3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126, 128) : [1.0, 7550693.312425277],
(3, 4, 14, 22, 23, 25, 32, 50, 57, 61, 62, 67, 71, 78, 84, 93, 97, 100, 101, 114, 119, 124, 125, 126, 127) : [1.0, 7339523.045594897],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 123, 124, 126, 132) : [1.0, 7338533.0044894675],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 115, 119, 121, 123, 124, 126, 133) : [1.0, 7338533.0044894675],
(3, 4, 15, 19, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 7325911.3270839],
(3, 4, 16, 19, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 90, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 7293087.914253238],
(3, 4, 13, 22, 23, 25, 32, 36, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 7163712.824869608],
(3, 4, 13, 22, 23, 25, 32, 36, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 7163712.824869608],
(3, 4, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 84, 93, 96, 97, 101, 108, 112, 114, 119, 121, 124, 126) : [1.0, 6884638.703291923],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 132) : [1.0, 6616466.853902166],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 69, 71, 84, 93, 97, 101, 108, 112, 114, 119, 121, 124, 126, 133) : [1.0, 6616466.853902166],
(3, 4, 18, 21, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 123, 124, 126, 130) : [1.0, 6431819.440378352],
(3, 4, 9, 19, 22, 23, 25, 32, 44, 48, 57, 59, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 6303045.447725058],
(3, 4, 14, 15, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 109, 114, 119, 121, 124, 126) : [1.0, 6289043.204113048],
(3, 4, 10, 19, 22, 23, 25, 32, 44, 48, 51, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 6202215.571862571],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 127, 132) : [1.0, 6191172.545000237],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 100, 101, 108, 114, 119, 121, 124, 126, 127, 133) : [1.0, 6191172.545000237],
(3, 4, 10, 13, 19, 22, 23, 32, 44, 48, 57, 59, 61, 67, 78, 84, 93, 97, 101, 108, 114, 124, 126, 127, 131) : [1.0, 5709768.45921848],
