(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6934903011257458]
(1, 2, 4, 5, 7, 8, 9, 17, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6797011303459605]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6774213124038386]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6769714778062225]
(1, 2, 4, 5, 7, 8, 9, 10, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.674263838638505]
(1, 2, 4, 5, 7, 8, 9, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6630541341193018]
(1, 2, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 71, 72, 73) [0.9, 0.6587084559379704]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 60, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.656481295484583]
(1, 2, 4, 5, 7, 8, 9, 17, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 68, 71, 72, 73) [0.9, 0.6507547870532843]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6470293856517148]
