(1, 2, 4, 5, 7, 8, 9, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 60, 61, 63, 64, 66, 69, 71, 72, 73) [1.0, 0.23367607289585898]
(1, 2, 4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 60, 61, 63, 64, 66, 69, 71, 72, 73) [1.0, 0.23165698743637717]
(1, 2, 4, 5, 7, 8, 9, 10, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6770569382536075]
(1, 2, 4, 5, 7, 8, 9, 10, 18, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6749505440327708]
(1, 2, 4, 5, 7, 8, 9, 10, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6578754722335597]
(1, 2, 4, 5, 7, 8, 9, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6544431222785806]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6415834418110752]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6410381869812048]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.63849580397809]
(1, 2, 4, 5, 7, 8, 9, 10, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6370126511306534]
(1, 2, 4, 5, 7, 8, 9, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6349635405818849]
(1, 2, 4, 5, 7, 8, 9, 10, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6348701861935658]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6342282452590022]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 63, 64, 66, 68, 69, 71, 72, 73) [0.9, 0.6340355132667508]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6329790145796066]
(1, 2, 4, 5, 7, 8, 9, 18, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6328621864235185]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6301009679711619]
(1, 2, 4, 5, 7, 8, 9, 10, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 61, 63, 64, 66, 67, 69, 71, 72, 73) [0.9, 0.6295723347982518]
(1, 2, 4, 5, 7, 8, 9, 10, 18, 21, 22, 24, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.628694026147592]
(1, 2, 4, 5, 7, 8, 9, 17, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 40, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 56, 57, 61, 63, 64, 66, 69, 71, 72, 73) [0.9, 0.6275367496843062]
