(1, 6, 7, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.754157705879282],
(1, 6, 7, 48, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.693308420332945],
(1, 6, 7, 39, 48, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.583659103608587],
(1, 6, 7, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.573491671689693],
(1, 6, 7, 39, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.562768642955706],
(1, 6, 7, 48, 54, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.522846911020812],
(1, 6, 7, 48, 54, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.459453550302453],
(1, 6, 7, 13, 48, 54, 57, 58, 61, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.45365788005306],
(1, 6, 7, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.430645496806176],
(1, 6, 7, 48, 54, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.372403624065021],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.361717335354536],
(1, 6, 7, 22, 48, 54, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 6.343690792254948],
(1, 6, 7, 39, 48, 58, 59, 61, 63, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.332964283733907],
(1, 6, 7, 22, 48, 54, 58, 59, 61, 64, 68, 69, 70, 71, 75, 78, 79) : [1.0, 6.322488515176259],
(1, 6, 7, 13, 48, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.3155193521326805],
(1, 6, 7, 22, 48, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.30908051750379],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 64, 68, 69, 70, 75, 78, 79, 86) : [1.0, 6.296486963388354],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.293308113056732],
(1, 6, 7, 39, 48, 54, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.263067638460036],
(1, 6, 7, 22, 48, 54, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.257709287908463],
(1, 6, 7, 22, 48, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.248167231137879],
(1, 6, 7, 13, 48, 54, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.24308997457529],
(1, 6, 39, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.2395564942353285],
(1, 6, 7, 48, 57, 58, 59, 61, 63, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.23553861961154],
(1, 6, 7, 22, 48, 57, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 6.23418980192343],
(1, 6, 7, 48, 53, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.215142417387468],
(1, 6, 7, 48, 56, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.214608414169428],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 64, 68, 69, 70, 75, 78, 79, 86) : [1.0, 6.210099105117182],
(1, 6, 7, 39, 48, 54, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 6.208774610715916],
(1, 6, 7, 39, 48, 54, 57, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.1944798352158825],
(1, 6, 7, 48, 53, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.177647767407856],
(1, 6, 7, 48, 54, 57, 58, 59, 61, 63, 64, 68, 69, 70, 75, 78, 79) : [1.0, 6.163911457791124],
(1, 6, 7, 48, 54, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.163260501699807],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 75, 78, 79) : [1.0, 6.1616760982432055],
(1, 6, 7, 13, 48, 54, 57, 58, 61, 63, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.148420732803194],
(1, 6, 7, 13, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.148095544561879],
(1, 6, 7, 13, 48, 57, 58, 59, 61, 63, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.147360083848875],
(1, 6, 7, 13, 48, 54, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.146028447289847],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.145701167646279],
(1, 6, 7, 13, 39, 48, 58, 59, 61, 63, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.141229443247801],
(1, 6, 7, 48, 56, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.1238452469375],
(1, 6, 7, 39, 48, 57, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.12200204297849],
(1, 6, 39, 48, 54, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.119450531363126],
(1, 6, 7, 39, 48, 54, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.108895398582914],
(1, 6, 7, 13, 48, 56, 57, 58, 61, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.107841658462732],
(1, 6, 7, 13, 39, 48, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.106204332616419],
(1, 6, 7, 48, 55, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.101615725700139],
(1, 6, 7, 13, 48, 56, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.099801754140313],
(1, 6, 7, 22, 48, 58, 59, 61, 63, 64, 68, 69, 70, 71, 75, 78, 79) : [1.0, 6.08878337062074],
(1, 6, 7, 41, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.088047678968914],
(1, 6, 7, 39, 48, 54, 58, 59, 61, 63, 64, 68, 69, 70, 75, 78, 79) : [1.0, 6.086062688958625],
(1, 6, 7, 48, 54, 57, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 6.086013284637735],
(1, 6, 7, 48, 54, 57, 58, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.083248914545604],
(1, 6, 7, 48, 53, 57, 58, 59, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.0754947707848554],
(1, 6, 39, 48, 57, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.073305353968016],
(1, 6, 7, 48, 54, 56, 58, 61, 63, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.071583373310899],
(1, 6, 7, 22, 48, 57, 58, 59, 61, 64, 68, 69, 70, 71, 75, 78, 79) : [1.0, 6.070579623909763],
(1, 6, 7, 39, 48, 58, 59, 61, 63, 64, 68, 69, 70, 75, 78, 79, 86) : [1.0, 6.065820113097816],
(1, 6, 7, 39, 48, 57, 58, 59, 61, 64, 68, 69, 70, 75, 78, 79, 86) : [1.0, 6.064560262087592],
(1, 6, 7, 48, 54, 57, 58, 61, 63, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.059620287895734],
(1, 6, 7, 22, 48, 54, 57, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.055827673609984],
(1, 6, 13, 48, 54, 56, 57, 58, 61, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.053134932931634],
(1, 6, 7, 48, 54, 56, 57, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.051825614922562],
(1, 6, 7, 13, 48, 57, 58, 59, 61, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.050663581641499],
(1, 6, 7, 13, 48, 58, 59, 61, 63, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.0476423235429095],
(1, 6, 7, 48, 54, 58, 59, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.041395628067206],
(1, 6, 7, 39, 48, 54, 57, 58, 61, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.039192739936807],
(1, 6, 7, 48, 53, 54, 57, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.0368337872780025],
(1, 6, 7, 48, 54, 56, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.033736546169374],
(1, 6, 7, 22, 48, 58, 61, 63, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.0325117067443355],
(1, 6, 7, 48, 56, 57, 58, 61, 63, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.023004914633225],
(1, 6, 7, 13, 48, 54, 58, 59, 61, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.021077814861578],
(1, 6, 7, 39, 48, 54, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.016772980542351],
(1, 6, 7, 41, 48, 58, 59, 61, 63, 64, 68, 69, 70, 75, 78, 79, 86) : [1.0, 6.01445283114071],
(1, 6, 7, 48, 54, 56, 58, 61, 68, 69, 70, 71, 73, 75, 78, 79, 86) : [1.0, 6.011755536209032],
(1, 6, 7, 22, 39, 48, 58, 59, 61, 64, 68, 69, 70, 71, 75, 78, 79) : [1.0, 6.009844543878641],
(1, 6, 7, 48, 56, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.00717239036761],
(1, 6, 13, 39, 48, 58, 59, 61, 63, 64, 68, 69, 70, 73, 75, 78, 79) : [1.0, 6.007109168394029],
(1, 6, 7, 13, 48, 54, 58, 61, 63, 68, 69, 70, 73, 75, 78, 79, 86) : [1.0, 6.005793165871127],
(1, 6, 7, 48, 56, 57, 58, 61, 64, 68, 69, 70, 71, 73, 75, 78, 79) : [1.0, 6.001892161795817],
