(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126, 127) : [1.0, 135391.47552619],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132) : [1.0, 95062.07260775285],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 133) : [1.0, 95062.07260775285],
(3, 4, 13, 22, 23, 32, 36, 48, 57, 61, 67, 78, 84, 93, 97, 101, 103, 114, 124, 126, 127, 131) : [1.0, 89879.84039933885],
(10, 13, 14, 18, 25, 38, 67, 78, 84, 85, 89, 97, 100, 101, 103, 110, 120, 121, 123, 125, 129, 132) : [1.0, 65518.551356779935],
(10, 13, 14, 18, 25, 38, 67, 78, 84, 85, 89, 97, 100, 101, 103, 110, 120, 121, 123, 125, 129, 133) : [1.0, 65518.551356779935],
(9, 10, 13, 14, 18, 25, 38, 61, 67, 84, 85, 88, 89, 97, 101, 103, 119, 120, 125, 129, 130, 131) : [1.0, 63861.40528426991],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 71, 84, 85, 89, 97, 101, 103, 120, 123, 125, 129, 131, 132) : [1.0, 52633.689179313944],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 71, 84, 85, 89, 97, 101, 103, 120, 123, 125, 129, 131, 133) : [1.0, 52633.689179313944],
(3, 4, 22, 23, 25, 32, 38, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 49474.6960494327],
(3, 4, 13, 22, 23, 25, 32, 36, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 48478.126116300955],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 74, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 45424.059718744444],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 84, 85, 89, 97, 101, 103, 120, 125, 126, 129, 131, 132) : [1.0, 40490.78092051715],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 84, 85, 89, 97, 101, 103, 120, 125, 126, 129, 131, 133) : [1.0, 40490.78092051715],
(3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 126, 127, 131) : [1.0, 39474.754740258664],
(3, 4, 13, 18, 22, 23, 32, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 114, 123, 124, 126, 131) : [1.0, 37795.640263175985],
(10, 13, 14, 18, 25, 38, 67, 71, 79, 82, 85, 89, 97, 101, 103, 115, 120, 125, 128, 129, 131, 132) : [1.0, 37208.812475576335],
(10, 13, 14, 18, 25, 38, 67, 71, 79, 82, 85, 89, 97, 101, 103, 115, 120, 125, 128, 129, 131, 133) : [1.0, 37208.812475576335],
(10, 13, 14, 18, 25, 38, 57, 67, 79, 84, 85, 89, 97, 101, 103, 108, 119, 120, 125, 129, 131, 132) : [1.0, 36081.323198998296],
(10, 13, 14, 18, 25, 38, 57, 67, 79, 84, 85, 89, 97, 101, 103, 108, 119, 120, 125, 129, 131, 133) : [1.0, 36081.323198998296],
(2, 3, 4, 13, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 33749.83084377487],
(3, 4, 13, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 110, 114, 124, 126, 127, 131) : [1.0, 32361.652835956043],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 103, 114, 119, 121, 124, 126) : [1.0, 30907.3669813514],
(3, 4, 22, 25, 32, 48, 57, 67, 71, 73, 79, 93, 97, 101, 103, 114, 119, 121, 123, 124, 126, 131) : [1.0, 30801.49232450991],
(3, 4, 21, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 121, 124, 126, 127) : [1.0, 30591.261765071762],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 30367.57875370259],
(2, 3, 4, 22, 23, 25, 32, 36, 57, 59, 67, 71, 78, 84, 93, 95, 97, 101, 114, 119, 124, 126) : [1.0, 29529.53321217555],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 91, 97, 101, 103, 119, 120, 125, 126, 129, 131, 132) : [1.0, 29254.248849462994],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 89, 91, 97, 101, 103, 119, 120, 125, 126, 129, 131, 133) : [1.0, 29254.248849462994],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 66, 67, 71, 79, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 27656.81297336395],
(10, 13, 14, 18, 25, 38, 44, 48, 61, 67, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 132, 133) : [1.0, 26321.54778832707],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 95, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 26303.283249666376],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 114, 115, 119, 124, 126, 127) : [1.0, 25190.687945586466],
(3, 4, 14, 22, 23, 25, 32, 48, 61, 67, 71, 73, 79, 84, 93, 97, 101, 114, 123, 124, 126, 131) : [1.0, 24798.200895399514],
(1, 10, 13, 14, 18, 25, 36, 38, 48, 67, 79, 85, 89, 97, 101, 103, 108, 120, 125, 126, 129, 132) : [1.0, 23154.864641393626],
(1, 10, 13, 14, 18, 25, 36, 38, 48, 67, 79, 85, 89, 97, 101, 103, 108, 120, 125, 126, 129, 133) : [1.0, 23154.864641393626],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 78, 82, 84, 93, 97, 101, 114, 119, 124, 126, 127) : [1.0, 23033.644530176472],
(3, 4, 19, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 22446.803652282193],
(3, 4, 13, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 123, 124, 126, 127, 131) : [1.0, 22342.56954283707],
(3, 4, 10, 13, 22, 23, 32, 48, 57, 61, 67, 73, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 21662.820758293103],
(10, 13, 14, 18, 25, 38, 44, 57, 67, 73, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132) : [1.0, 21205.614811542127],
(10, 13, 14, 18, 25, 38, 44, 57, 67, 73, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 133) : [1.0, 21205.614811542127],
(10, 13, 14, 18, 21, 25, 38, 57, 67, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 130, 131, 132) : [1.0, 21161.40594399152],
(10, 13, 14, 18, 21, 25, 38, 57, 67, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 130, 131, 133) : [1.0, 21161.40594399152],
(10, 13, 14, 18, 25, 38, 48, 67, 79, 85, 89, 97, 100, 101, 103, 108, 120, 125, 127, 129, 132, 133) : [1.0, 20488.019950076647],
(3, 4, 22, 23, 25, 32, 36, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 123, 124, 126, 129, 132) : [1.0, 20478.773044618578],
(3, 4, 22, 23, 25, 32, 36, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 123, 124, 126, 129, 133) : [1.0, 20478.773044618578],
(1, 10, 13, 14, 18, 25, 36, 38, 48, 67, 79, 85, 88, 89, 97, 101, 103, 108, 120, 125, 126, 129) : [1.0, 20476.578064551522],
(10, 13, 14, 18, 25, 32, 38, 44, 67, 82, 84, 85, 89, 91, 97, 101, 103, 120, 125, 126, 129, 131) : [1.0, 20159.314495157956],
(3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 110, 114, 119, 121, 124, 126) : [1.0, 19187.67788410699],
(10, 13, 14, 18, 25, 38, 61, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131, 132, 133) : [1.0, 19056.634882200815],
(10, 13, 14, 18, 25, 38, 48, 67, 84, 85, 89, 97, 101, 103, 120, 123, 125, 127, 129, 131, 132, 133) : [1.0, 19034.00750204371],
(10, 13, 14, 18, 25, 38, 61, 67, 78, 79, 85, 89, 97, 101, 103, 108, 120, 121, 125, 129, 131, 132) : [1.0, 18483.691605833166],
(10, 13, 14, 18, 25, 38, 61, 67, 78, 79, 85, 89, 97, 101, 103, 108, 120, 121, 125, 129, 131, 133) : [1.0, 18483.691605833166],
(3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 119, 124, 126, 132, 133) : [1.0, 18420.998726840782],
(3, 4, 22, 23, 25, 32, 36, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 123, 124, 126, 129) : [1.0, 18161.899080333747],
(10, 13, 14, 18, 25, 36, 38, 48, 67, 71, 79, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 132) : [1.0, 18152.297770426838],
(10, 13, 14, 18, 25, 36, 38, 48, 67, 71, 79, 84, 85, 89, 97, 100, 101, 103, 120, 125, 129, 133) : [1.0, 18152.297770426838],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 132) : [1.0, 18131.576769742373],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126, 133) : [1.0, 18131.576769742373],
(1, 10, 13, 14, 18, 25, 38, 61, 67, 84, 85, 88, 89, 97, 101, 103, 119, 120, 125, 129, 130, 131) : [1.0, 18078.276977453308],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 71, 79, 85, 89, 97, 101, 103, 120, 125, 129, 130, 132) : [1.0, 17915.212322427495],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 71, 79, 85, 89, 97, 101, 103, 120, 125, 129, 130, 133) : [1.0, 17915.212322427495],
(10, 13, 14, 18, 25, 36, 38, 57, 67, 84, 85, 89, 97, 100, 101, 103, 114, 120, 123, 125, 129, 131) : [1.0, 17877.142890703322],
(3, 4, 13, 22, 23, 32, 48, 57, 61, 67, 73, 78, 84, 93, 97, 101, 103, 114, 124, 126, 127, 131) : [1.0, 17469.26577158745],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 82, 84, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 17155.913572725545],
(10, 13, 14, 18, 25, 38, 48, 57, 67, 79, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 132) : [1.0, 16515.24648901224],
(10, 13, 14, 18, 25, 38, 48, 57, 67, 79, 82, 84, 85, 89, 97, 101, 103, 120, 125, 129, 131, 133) : [1.0, 16515.24648901224],
(10, 13, 14, 18, 25, 38, 44, 67, 79, 85, 89, 97, 101, 103, 110, 120, 125, 128, 129, 131, 132, 133) : [1.0, 16055.656996137775],
(10, 13, 14, 18, 25, 38, 59, 67, 78, 84, 85, 89, 97, 100, 101, 103, 120, 121, 125, 129, 131, 132) : [1.0, 15840.892314497136],
(10, 13, 14, 18, 25, 38, 59, 67, 78, 84, 85, 89, 97, 100, 101, 103, 120, 121, 125, 129, 131, 133) : [1.0, 15840.892314497136],
(3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 79, 84, 93, 97, 101, 110, 114, 119, 124, 126, 127, 129) : [1.0, 15701.550555399714],
(3, 4, 10, 22, 23, 25, 32, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 119, 124, 125, 126, 127) : [1.0, 15671.337702085968],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 88, 89, 97, 98, 101, 103, 120, 125, 128, 129, 131, 132) : [1.0, 15571.103754064863],
(10, 13, 14, 18, 25, 38, 67, 82, 84, 85, 88, 89, 97, 98, 101, 103, 120, 125, 128, 129, 131, 133) : [1.0, 15571.103754064863],
(10, 13, 14, 18, 19, 25, 38, 67, 82, 84, 85, 89, 95, 97, 101, 103, 120, 121, 125, 128, 129, 131) : [1.0, 15567.390758260057],
(10, 13, 14, 18, 25, 38, 48, 57, 67, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132) : [1.0, 15484.934685653934],
(10, 13, 14, 18, 25, 38, 48, 57, 67, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 133) : [1.0, 15484.934685653934],
(3, 4, 22, 23, 25, 32, 44, 57, 61, 67, 71, 84, 85, 93, 97, 101, 108, 114, 119, 121, 124, 126) : [1.0, 15339.80486039962],
(3, 4, 10, 13, 22, 23, 32, 48, 57, 61, 67, 71, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 14685.454654213834],
(10, 13, 14, 18, 25, 32, 38, 67, 82, 84, 85, 89, 91, 97, 101, 103, 120, 125, 126, 129, 130, 131) : [1.0, 14210.501390589774],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 71, 79, 85, 89, 97, 100, 101, 103, 120, 125, 129, 132) : [1.0, 14201.262421032045],
(10, 13, 14, 18, 21, 25, 38, 48, 59, 67, 71, 79, 85, 89, 97, 100, 101, 103, 120, 125, 129, 133) : [1.0, 14201.262421032045],
(10, 13, 14, 18, 25, 38, 57, 67, 71, 82, 84, 85, 89, 97, 101, 103, 115, 120, 125, 129, 131, 132) : [1.0, 13850.282721837764],
(10, 13, 14, 18, 25, 38, 57, 67, 71, 82, 84, 85, 89, 97, 101, 103, 115, 120, 125, 129, 131, 133) : [1.0, 13850.282721837764],
(3, 4, 22, 23, 25, 32, 48, 57, 61, 67, 71, 84, 93, 97, 101, 114, 115, 119, 121, 123, 124, 126) : [1.0, 13746.145425847246],
(3, 4, 13, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131, 132) : [1.0, 13740.586910857533],
(3, 4, 13, 22, 23, 25, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131, 133) : [1.0, 13740.586910857533],
(3, 4, 13, 22, 23, 32, 36, 38, 48, 57, 61, 67, 78, 84, 93, 97, 100, 101, 114, 124, 126, 131) : [1.0, 13735.942458128078],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131, 132) : [1.0, 13594.446259567632],
(10, 13, 14, 18, 25, 38, 44, 48, 67, 84, 85, 89, 97, 101, 103, 119, 120, 123, 125, 129, 131, 133) : [1.0, 13594.446259567632],
(3, 4, 14, 22, 23, 25, 32, 57, 61, 67, 71, 82, 84, 93, 97, 100, 101, 114, 119, 124, 126, 127) : [1.0, 13373.074040040336],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 85, 89, 97, 101, 103, 115, 120, 125, 128, 129, 131, 132) : [1.0, 13290.428567734305],
(10, 13, 14, 18, 21, 25, 38, 67, 71, 79, 85, 89, 97, 101, 103, 115, 120, 125, 128, 129, 131, 133) : [1.0, 13290.428567734305],
(3, 4, 22, 23, 25, 32, 57, 61, 67, 71, 78, 84, 85, 93, 97, 101, 114, 119, 121, 124, 125, 126) : [1.0, 13028.501286021297],
(10, 13, 14, 18, 25, 38, 67, 74, 78, 84, 85, 89, 97, 100, 101, 103, 110, 120, 125, 129, 131, 132) : [1.0, 12954.462877867792],
(10, 13, 14, 18, 25, 38, 67, 74, 78, 84, 85, 89, 97, 100, 101, 103, 110, 120, 125, 129, 131, 133) : [1.0, 12954.462877867792],
(10, 13, 14, 18, 25, 38, 57, 67, 84, 85, 89, 97, 100, 101, 103, 119, 120, 125, 129, 131, 132, 133) : [1.0, 12673.666931397958],
(3, 4, 22, 23, 25, 32, 44, 48, 57, 61, 67, 71, 73, 84, 93, 97, 101, 114, 119, 121, 124, 126) : [1.0, 12652.863191615019],
(10, 13, 14, 18, 25, 38, 67, 71, 82, 84, 85, 89, 97, 101, 103, 119, 120, 125, 129, 131, 132, 133) : [1.0, 12423.168332359719],
(3, 4, 10, 13, 19, 22, 23, 32, 48, 57, 61, 67, 78, 84, 93, 97, 101, 114, 124, 126, 127, 131) : [1.0, 12367.757041970071],
