sample,type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_202,feature_203,feature_204,feature_205,feature_206,feature_207,feature_208,feature_209,feature_210,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_221,feature_222,feature_223,feature_224,feature_225,feature_226,feature_227,feature_228,feature_229,feature_230,feature_231,feature_232,feature_233,feature_234,feature_235,feature_236,feature_237,feature_238,feature_239,feature_240,feature_241,feature_242,feature_243,feature_244,feature_245,feature_246,feature_247,feature_248,feature_249,feature_250,feature_251,feature_252,feature_253,feature_254,feature_255,feature_256,feature_257,feature_258,feature_259,feature_260,feature_261,feature_262,feature_263,feature_264,feature_265,feature_266,feature_267,feature_268,feature_269,feature_270,feature_271,feature_272,feature_273,feature_274,feature_275,feature_276,feature_277,feature_278,feature_279,feature_280,feature_281,feature_282,feature_283,feature_284,feature_285,feature_286,feature_287,feature_288,feature_289,feature_290,feature_291,feature_292,feature_293,feature_294,feature_295,feature_296,feature_297,feature_298,feature_299,feature_300,feature_301,feature_302,feature_303,feature_304,feature_305,feature_306,feature_307,feature_308,feature_309,feature_310,feature_311,feature_312,feature_313,feature_314,feature_315,feature_316,feature_317,feature_318,feature_319,feature_320,feature_321,feature_322,feature_323,feature_324,feature_325,feature_326,feature_327,feature_328,feature_329,feature_330
M-000001,0,189687.0,20917983.585881293,0.0,3412118.731564748,479659.21133093524,0.0,19279670.551258992,20603937.072392084,0.0,408646.29496402876,1221113.1906474822,791097.0968974819,0.0,1844147.6420863308,683117.3388039568,0.0,0.0,536891.2104316546,0.0,0.0,0.0,0.0,0.0,0.0,1882468.6985294116,0.0,0.0,2206433.404069767,0.0,624994.9563953489,0.0,1464148.734011628,0.0,0.0,0.0,0.0,159391.27083333334,0.0,0.0,0.0,0.0,343474.3828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081010.140625,0.0,0.0,261294.14285714284,0.0,0.0,0.0,32922.859375,0.0,718591.80625,0.0,20218.5,5582810.7272727275,0.0,0.0,0.0,0.0,0.0,31606.1875,0.0,339219.9875,0.0,590585.3666666666,42276.966666666674,350576.8125,0.0,0.0,188626.05357142855,0.0,260974.91964285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162890.2424242424,0.0,0.0,0.0,0.0,0.0,483194.68465909094,0.0,0.0,1217304.2869318181,0.0,33624.3515625,0.0,0.0,8381565.503731344,604965.119402985,1135795.791044776,591546.067164179,0.0,15969494.480876867,197784.04710820894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620857.8750000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561824.3511904762,0.0,33630.5,651181.7375,0.0,0.0,0.0,0.0,97068.046875,110274.28125,0.0,379005.30555555556,0.0,791410.8194444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510840.276785715,0.0,0.0,457741.421875,0.0,0.0,0.0,0.0,0.0,0.0,1727784.6306818184,0.0,38233673.071428575,661975.4395292207,0.0,240699.5718344156,659371.8043831171,0.0,0.0,262241.8214285715,0.0,650791.916118421,80878.80537280702,0.0,0.0,94770.39583333334,740496.8932291667,0.0,0.0,482678.7633928572,110815.44318181819,0.0,49224.86607142856,2012896.6964285716,0.0,322598.31696428574,0.0,0.0,0.0,0.0,2253688.014705882,19430.0,0.0,36280.0,96139.36458333333,490321.9895833333,158664.859375,0.0,445533.1276041666,529976.4374999999,0.0,173336.3203125,0.0,0.0,1062553.4493243243,0.0,20263403.06756757,0.0,187427.046875,139813.53125,214899.86250000002,0.0,0.0,0.0,0.0,68693.57638888889,38720.15625,136480.25,0.0,500662.5,0.0,0.0,0.0,133305.84375,0.0,0.0,477080.3835227273,0.0,1312840.8721590904,0.0,0.0,0.0,636762.25,0.0,0.0,0.0,408280.28125,0.0,251521.25,0.0,0.0,0.0,0.0,0.0,145512.1875,0.0,2254819.0625,383401.75,0.0,0.0,0.0,0.0,0.0,277879.7,0.0,0.0,200523.94140625,0.0,0.0,0.0,0.0,0.0,191802.32589285713,0.0,209342.09517045456,44372.18039772727,217945.3465909091,105257.05357142858,0.0,0.0,77924.53125,84030.72321428572,0.0,56584.58333333333,0.0,0.0,0.0,0.0,0.0,195338.32589285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210564.5580357143,0.0,123655.11979166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106963.71875,0.0,0.0,0.0,0.0,0.0,0.0,1213696.089285714,0.0,0.0,0.0,773244.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153632.71875,0.0
Z-000006,0,175253.24639423078,21886006.321193043,0.0,0.0,1055444.256744604,0.0,10603193.032374099,17558142.881294962,0.0,502952.47437050357,1289452.4952787769,1670883.3819694244,0.0,2305458.21852518,876277.8374550362,0.0,0.0,902909.1360161869,0.0,0.0,0.0,0.0,63047.34375,0.0,2487866.223039216,0.0,79912.85416666667,2942606.832386363,0.0,608419.4176136365,0.0,1123814.9943181819,0.0,0.0,0.0,0.0,0.0,0.0,145091.25,0.0,0.0,0.0,0.0,0.0,907071.5625,0.0,0.0,0.0,380611.15499999997,2370748.5674999994,324224.8375,0.0,434031.5525,0.0,392288.55750000005,0.0,530207.0525,896007.4275,1705888.5599999998,0.0,230405.86764705885,11232093.768382352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610352.6818181819,0.0,1032847.4155844157,0.0,0.0,0.0,0.0,569266.4498355264,521130.494243421,955499.6809210526,0.0,335616.99835526315,0.0,0.0,0.0,0.0,0.0,0.0,265045.7708333333,137386.41666666666,0.0,0.0,296166.4869791666,0.0,0.0,1004867.5052083336,0.0,0.0,2007349.9018817204,182653.79032258064,1179184.1293682796,0.0,0.0,10415013.137768816,1027487.1182795699,2606920.9516129037,1714226.8064516129,0.0,58166654.33635752,342867.54536290327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840851.7222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607351.6770833333,0.0,218771.33333333334,1028623.7961956522,0.0,0.0,0.0,0.0,110755.0,277057.0703125,0.0,794847.9723557692,0.0,1176947.96875,0.0,317858.8541666666,0.0,0.0,349725.71875,86599.84375,71058.5,0.0,377405.68421052635,0.0,49618829.140625,46427.09292763158,0.0,740282.5909090908,0.0,0.0,0.0,0.0,0.0,43778.98271276595,2456778.2526595746,0.0,57363772.617021285,1063498.857712766,0.0,351903.78989361704,552553.1622340425,1154731.5531914895,0.0,678099.162663006,0.0,0.0,164316698.42741933,70789.56653225805,111834.2857142857,153372.85714285716,1150378.0768229167,105230.01315789472,41095.21052631578,689439.4841507178,236784.6029829546,133139.28125,143154.3984375,2172639.708333333,287052.53125,416446.7604166666,60525.53645833333,0.0,341741.400862069,0.0,54765283.31573276,0.0,0.0,19047.0,0.0,478468.2017045454,143067.90625000003,0.0,239179.15384615384,436043.6514423077,0.0,0.0,0.0,0.0,1357940.484375,0.0,24181800.603515625,0.0,0.0,383457961.43359375,280311.447265625,0.0,0.0,0.0,0.0,225898.92613636365,0.0,726798.3465909091,0.0,562585.1363636364,0.0,142204.23295454544,0.0,0.0,0.0,0.0,621086.096507353,0.0,10031534.74172794,0.0,0.0,0.0,597157.9301470588,0.0,0.0,0.0,376190.56451612903,248046.9516129032,200187.33870967742,0.0,653792.7261029414,123349961.83088236,0.0,0.0,561565.0437500001,0.0,1765066.9,605305.5125000002,0.0,0.0,0.0,0.0,0.0,388339.9816176471,0.0,0.0,711257.2611607143,0.0,0.0,0.0,0.0,0.0,161098.25669642855,0.0,267206.82258064515,0.0,249663.1935483871,150227.62754207573,0.0,13586258.282608695,65392.00452898552,0.0,0.0,0.0,0.0,0.0,100556.55580357139,0.0,0.0,201229.15178571426,0.0,0.0,34704.0390625,0.0,0.0,0.0,0.0,2060285.4852941178,0.0,0.0,0.0,0.0,212597.18749999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244642.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353133.58796296275,819246.851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359979.2067307692,0.0
Z-000007,0,316842.7434895833,19013664.79964539,0.0,525957.2672872341,368199.75,728192.7278368794,10880645.833333334,38922417.742907815,0.0,0.0,879681.2214095744,1099251.0447695036,0.0,2227608.669991135,828820.6653368796,0.0,0.0,875261.5554078013,0.0,0.0,0.0,0.0,0.0,0.0,2039240.9305147058,0.0,81737.67708333333,4326426.202132937,470161.74181547615,431356.25595238095,0.0,996717.7261904762,0.0,0.0,0.0,0.0,0.0,0.0,219571.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396717.4270833333,2186998.3310185187,247971.17592592599,0.0,258535.1377314815,0.0,0.0,0.0,245449.27500000002,174196.4,1364041.4669117646,0.0,236851.57608173077,8233598.360937503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498298.7261904761,0.0,806452.5375,0.0,0.0,0.0,0.0,401086.16015625,0.0,1037941.03515625,0.0,299681.5625,0.0,0.0,0.0,0.0,0.0,0.0,176122.47500000003,114562.53333333333,0.0,0.0,321228.125,0.0,0.0,898662.3973214285,0.0,0.0,1842439.3794642857,98526.39285714286,765496.7857142857,0.0,0.0,6459753.580357143,887882.0625000001,1644769.5982142857,3901137.6428571427,0.0,72045812.35714285,484464.4732142857,0.0,0.0,0.0,156540.9855769231,0.0,29074.90625,179824.1640625,0.0,899213.359375,66727.01953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578809.820652174,0.0,255231.52660183067,1065418.105263158,0.0,0.0,0.0,0.0,106656.20000000001,240626.2625,0.0,989493.5706018518,0.0,1646383.5208333335,0.0,456030.9711538462,0.0,0.0,242604.31640625,61731.73828125,71010.25,0.0,260242.08522727276,0.0,50143766.915625006,0.0,99840.38616071429,732621.4642857143,0.0,0.0,0.0,0.0,0.0,61333.27618243243,2254675.919763514,0.0,51235330.24324323,1189772.471283784,0.0,504554.3310810811,827633.9206081082,0.0,0.0,481192.5757575758,0.0,247441.6543560606,281640.95151515154,95009.04375,145609.82720588235,134566.04779411765,1176424.9816176472,81451.15625,0.0,768507.9583333333,262270.48295454547,49606.8,82323.5275,1515354.04,292536.74250000005,564114.9038461539,0.0,0.0,44190.26041666667,0.0,18626268.375,134904.625,0.0,22225.5,80444.20572916666,480795.2786458334,153025.2005208333,0.0,212633.5950520833,476809.5533854166,0.0,0.0,0.0,40057.65625,957524.7670898438,0.0,17423002.34765625,0.0,869067.9995117188,0.0,273548.2939453125,0.0,347217.76785714284,0.0,0.0,0.0,0.0,334386.4169407895,0.0,424249.3421052631,0.0,51892.58717105265,0.0,299487.4375,0.0,0.0,641912.5284090908,0.0,3380619.1534090913,0.0,0.0,0.0,549033.930147059,16118.0,0.0,0.0,622292.818359375,0.0,279294.390625,0.0,0.0,0.0,0.0,0.0,28611.421875,0.0,1631956.359375,848656.296875,0.0,0.0,0.0,0.0,0.0,274431.41015625,0.0,0.0,438709.625,0.0,0.0,0.0,0.0,0.0,169492.85044642855,0.0,315315.76666666666,0.0,288090.0333333333,141977.49583333335,47163.975000000006,0.0,0.0,0.0,0.0,13829.6484375,0.0,0.0,0.0,0.0,0.0,125426.70265151515,0.0,0.0,166951.8828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278764.44999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448035.440625,0.0,0.0,0.0,0.0,788263.138888889,0.0,0.0,0.0,0.0,262376.4375,0.0,416172.21691176464,0.0,0.0,596857.9672619046,0.0,0.0,2827889.5,122686.66193181818
Z-000008,0,172903.84435096153,12402895.113839284,0.0,0.0,0.0,735976.0517857143,11887852.557142857,16850290.64285714,0.0,0.0,780218.8857142857,764804.4263392857,0.0,2421593.149107143,841145.0995535713,0.0,0.0,673426.2080357145,0.0,0.0,0.0,0.0,50386.69791666667,0.0,2064985.28125,0.0,72013.71875,2694487.46875,331687.94886363635,559152.9431818182,0.0,2970949.7073863638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38242.5703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912979.46875,186271.21875,0.0,0.0,0.0,29843.701822916664,0.0,400976.8619791666,105578.2018229167,1184015.8975694445,0.0,23379.5,7610611.2727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456897.5367647059,0.0,773872.453125,0.0,0.0,0.0,0.0,445182.9328125,0.0,1005204.7859375,124311.55,350661.02187500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335842.86704545456,0.0,0.0,0.0,0.0,720852.4856770833,734923.4947916665,0.0,0.0,1561131.5520833333,0.0,462585.4017857144,0.0,0.0,5578556.094482942,690634.5223880596,1525492.2005597018,1252409.4524253733,0.0,25328137.261194028,466194.5848880597,0.0,0.0,0.0,184303.3333333333,0.0,0.0,0.0,0.0,935079.1145833334,211737.90625000003,0.0,0.0,0.0,235724.0,0.0,0.0,0.0,399273.2151442308,0.0,160099.20072115384,893884.7205882353,0.0,0.0,0.0,0.0,34086.18750000001,203480.33173076922,0.0,597670.5096982758,0.0,1248282.1799568967,0.0,0.0,0.0,0.0,0.0,26297.3125,0.0,0.0,58521.4375,0.0,7995854.34375,0.0,0.0,558788.80078125,0.0,0.0,0.0,0.0,0.0,0.0,1927547.939189189,0.0,43340828.05405406,858101.2347972974,0.0,396817.7609797297,801973.1148648649,0.0,0.0,371140.5,0.0,337948.61684782605,175951.59510869565,0.0,70478.41576086957,148029.4144021739,915072.2921195653,34926.0,0.0,584874.6166666667,205278.7916666667,0.0,0.0,2542817.174305556,0.0,432652.44375,0.0,18619.25,0.0,0.0,4491741.111111111,0.0,0.0,0.0,104459.09375,479229.53125,169254.25,0.0,357613.53125,418487.84375,0.0,0.0,0.0,0.0,964583.7922794117,0.0,16647717.506127452,0.0,465053.1875,217211.06169871794,197020.67788461535,0.0,0.0,0.0,0.0,237973.0208333333,0.0,1061514.1805555555,0.0,595874.340277778,0.0,89043.9375,0.0,107842.96875,0.0,0.0,569866.9602272728,0.0,1880251.164772727,0.0,0.0,0.0,622188.1764705883,0.0,0.0,0.0,518108.34027777775,0.0,207126.64166666675,0.0,17282.5,0.0,0.0,0.0,147733.98713235295,0.0,1598979.2941176472,796910.5680147058,0.0,0.0,0.0,0.0,0.0,348971.48557692306,0.0,0.0,285488.5390625,0.0,113445.25,0.0,0.0,0.0,177146.94642857145,0.0,237254.35219594592,59654.43496621623,274480.464527027,184349.9467905405,49793.51604729731,0.0,140865.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197652.1875,0.0,0.0,44773.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37509.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687010.822368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132533.79843750002
Z-000013,0,192594.00000000003,11682474.075980393,0.0,320350.2867647059,164699.6554227941,135216.7734375,0.0,62009155.8125,0.0,238175.6,2025406.3515625,485540.40283203125,0.0,6977853.001953125,0.0,0.0,0.0,579265.0,0.0,0.0,0.0,0.0,115595.4375,0.0,1796240.7638888892,0.0,0.0,301051.40625,0.0,953171.625,0.0,2577136.0625,0.0,0.0,0.0,0.0,913687.5535714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406082.40789473685,0.0,0.0,1618646.4375,0.0,0.0,224977.66137295085,1511300.4779713114,0.0,0.0,729778.925204918,202974.75665983607,1102711.9185450817,0.0,0.0,10777694.852272727,0.0,0.0,38565.5,0.0,286343.48749999993,0.0,0.0,318555.3020833333,0.0,622921.7979166666,0.0,0.0,0.0,0.0,514829.75,641557.8958333334,0.0,107173.8125,450373.1666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202720.45227272727,0.0,0.0,0.0,0.0,0.0,863352.4857142858,0.0,0.0,1403731.1678571429,0.0,252211.72098214287,74238.21651785714,0.0,3229795.55882353,590178.0588235294,2236720.323529412,1630429.3235294123,0.0,32731128.954044126,643253.5827205883,0.0,0.0,0.0,195512.86607142855,0.0,0.0,0.0,0.0,1101861.1354166667,102794.81770833333,0.0,0.0,0.0,210908.0,0.0,0.0,0.0,525790.61,0.0,194306.35682291666,852270.49609375,425320.29687500006,0.0,0.0,0.0,93784.00000000001,239049.74166666664,0.0,679177.0360576923,0.0,1959596.3173076923,0.0,289344.65625,0.0,0.0,147321.875,114959.5,70052.0,0.0,371770.4166666666,0.0,20880562.33630952,341629.8333333333,0.0,853207.6556372548,1140831.7904411766,0.0,0.0,0.0,0.0,0.0,2214853.75,0.0,48933443.16666667,1601936.489583333,0.0,437334.0,932182.15625,0.0,0.0,241006.60012541807,0.0,284296.8777173913,212543.59239130432,84422.125,160417.8660714286,146548.125,1210992.53125,73865.125,0.0,914735.9067118227,0.0,1720574.7277298851,387510.7241379311,1792990.8563218392,445360.3879310345,884836.0987787356,81877.52119252873,359194.64367816085,323078.11350574717,0.0,9290340.122126438,246928.125,0.0,173712.80000000002,128152.625,555548.0625,145539.375,0.0,352767.8125,408923.3125,0.0,0.0,0.0,26799.486979166664,1347302.685546875,0.0,18448401.53125,0.0,602858.947265625,196243.23828125,270265.73046875,407915.75,0.0,0.0,265973.9912280702,0.0,1544232.3179824562,0.0,1026796.0592105264,0.0,0.0,1175093.2872807018,0.0,0.0,0.0,0.0,468394.4943181819,0.0,2565651.456439394,0.0,307588.503664361,0.0,1205825.8736413044,0.0,141519.1298076923,0.0,973196.0062500001,0.0,344431.76923076925,0.0,164465.88461538462,0.0,0.0,0.0,158622.2702205882,0.0,2187951.000919118,829804.484375,0.0,0.0,0.0,0.0,0.0,404310.90625,0.0,0.0,288159.14583333326,0.0,465133.4791666666,0.0,0.0,0.0,159497.99999999997,0.0,399666.18834459456,0.0,399776.55320945947,263233.0675675676,79463.17060810812,0.0,286791.375,75114.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246929.73214285713,0.0,0.0,68909.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129890.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310898.49874999997,902534.54875,0.0,0.0,0.0,0.0,18412.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136972.875
Z-000016,0,165978.93209134613,18968129.023214284,0.0,1042342.6808035715,689266.0767857144,0.0,12692099.50892857,39810460.35491072,0.0,0.0,1218505.0995535713,0.0,0.0,1755670.8531250001,700639.6035714285,0.0,0.0,518880.17366071435,0.0,0.0,0.0,0.0,0.0,0.0,1487314.96875,0.0,118896.21656976745,3465763.292151163,558591.8997093023,395454.4244186046,0.0,1240643.0130813953,0.0,0.0,0.0,0.0,38917.625,0.0,148769.65625,0.0,0.0,143293.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852865.2238372096,246582.48037790702,0.0,415686.5777616279,0.0,0.0,0.0,38597.20833333333,88597.54166666667,1045975.5,0.0,0.0,4877896.595238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355897.9207589285,0.0,682883.8258928572,0.0,0.0,0.0,0.0,327165.91741071426,0.0,612409.6138392857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133861.6830357143,97921.03571428571,0.0,0.0,185005.7625,0.0,0.0,589908.0606060605,0.0,0.0,1437327.5284090908,0.0,544408.9312499999,0.0,0.0,4412373.129850747,830207.8521455224,1206400.1170708954,806401.7593283581,0.0,24450995.34608209,276042.0736940299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836870.7922794118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259752.31129807694,94139.82331730769,160428.5192307692,635788.50390625,0.0,0.0,0.0,0.0,0.0,186085.12500000003,0.0,577610.91796875,0.0,845655.5625,0.0,0.0,0.0,0.0,0.0,109200.80357142858,0.0,0.0,0.0,0.0,1453107.1484375002,0.0,0.0,603115.625,0.0,0.0,0.0,0.0,0.0,0.0,2233318.1097972966,0.0,54746443.01351351,784063.9518581082,0.0,323763.78716216213,640319.0489864864,0.0,0.0,447601.705882353,0.0,0.0,184631.54166666666,0.0,63667.369565217385,124536.12228260869,774398.4592391304,23526.0,0.0,526649.7589285714,144960.89204545456,0.0,0.0,1453430.5185185187,0.0,372275.3854166667,0.0,0.0,0.0,59082.63888888889,1027022.7777777779,0.0,0.0,0.0,0.0,534114.34375,0.0,159992.08620689658,191614.47844827586,488073.3663793104,0.0,0.0,0.0,0.0,1430346.4586397063,0.0,21478628.550551467,104277.1719233746,403903.8273026316,85567.4375,181668.97500000003,0.0,0.0,0.0,0.0,0.0,0.0,442635.62109375,0.0,536068.5234375,0.0,124570.63392857142,0.0,110340.46875,0.0,0.0,492367.04640151514,0.0,943797.9365530305,0.0,75988.01785714286,0.0,716981.3794642858,0.0,0.0,0.0,486695.12499999994,0.0,239369.09375,0.0,0.0,0.0,0.0,0.0,169160.1838235294,0.0,2339805.950367647,384810.15625,0.0,0.0,0.0,0.0,0.0,410673.265625,0.0,0.0,13170.0,0.0,0.0,0.0,0.0,0.0,26794.5,0.0,187932.30000000002,0.0,167872.275,63485.149999999994,0.0,0.0,72003.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211973.7053571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626967.9632352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528165.16796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918812.5,146058.23200757577,0.0,0.0,0.0,629837.5690789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190791.296875,0.0,0.0,0.0,31986.03125,0.0
Z-000020,0,85476.05113636363,15599004.872340426,0.0,0.0,752003.5405585106,0.0,11233841.333333334,28665695.646719858,0.0,522250.483820922,957584.5405585107,768798.1664450355,0.0,2570979.7863475177,823113.4647606383,0.0,0.0,890804.2322695038,0.0,0.0,0.0,0.0,0.0,0.0,1835888.08359375,0.0,0.0,933940.9416666667,0.0,471576.55833333335,0.0,880677.0958333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127185.8875,0.0,0.0,0.0,0.0,1528231.4523809527,50481.28571428571,0.0,233881.69999999998,0.0,0.0,0.0,193647.09722222225,122180.22569444445,722548.6076388889,0.0,0.0,6438900.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201557.77678571426,0.0,466148.921875,0.0,0.0,0.0,0.0,326946.1226851852,122955.06018518518,368216.0972222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24674.0,0.0,0.0,0.0,0.0,0.0,0.0,637042.0625,0.0,0.0,1268808.3501838238,0.0,307259.6193181818,0.0,0.0,4217966.33539688,500421.5671641791,1028616.5447761194,1138356.686567164,0.0,23750974.693097014,265797.098880597,0.0,0.0,0.0,299385.1875,0.0,0.0,0.0,0.0,449826.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323526.4705882353,0.0,0.0,667600.845,456745.98,0.0,0.0,0.0,0.0,245646.63392857142,0.0,416473.02678571426,0.0,699583.9151785714,50494.47767857143,280385.3645833333,0.0,0.0,19666.875,0.0,0.0,0.0,228236.28327922072,0.0,21000989.991477277,0.0,0.0,428907.33984375,0.0,0.0,0.0,0.0,0.0,0.0,1516667.2390202705,0.0,34583698.17567568,608824.9814189189,0.0,271125.011402027,513154.3631756757,0.0,0.0,322566.0,0.0,52695.468749999985,104469.94318181819,0.0,0.0,123958.484375,966630.2473958337,0.0,0.0,425229.60096153856,71383.22222222223,0.0,55339.28326612903,2113720.5715725804,0.0,336769.5131048388,0.0,0.0,0.0,237308.68880208334,10240510.394531254,0.0,0.0,0.0,0.0,291402.2547348485,0.0,49033.5,49033.5,340485.9166666668,0.0,0.0,0.0,0.0,1162969.1651785714,0.0,14470086.25892857,0.0,164319.72135416666,105357.3046875,134218.76388888888,599602.4017857143,0.0,0.0,0.0,0.0,0.0,507814.5478515625,0.0,511994.1047585227,0.0,124640.4431818182,0.0,85640.15625,0.0,0.0,539923.8579545454,0.0,2298190.568181818,0.0,0.0,0.0,639556.9635416665,0.0,0.0,0.0,520667.36580882355,0.0,214790.8125,0.0,0.0,0.0,0.0,0.0,107027.38636363635,0.0,1919239.1193181816,384155.23295454547,0.0,0.0,0.0,0.0,0.0,324250.77083333326,0.0,0.0,335783.21875,0.0,101310.43750000003,0.0,0.0,0.0,230157.5294117647,96486.41176470589,357658.24841101695,0.0,577375.1875,425744.7362288136,201348.2929025424,0.0,331806.811970339,74452.23214285716,0.0,161159.51704545453,0.0,0.0,79779.84375,0.0,0.0,179743.25223214287,0.0,0.0,68237.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139727.40972222225,0.0,0.0,0.0,0.0,23358.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694624.5902777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
