D:\数据\20211117中山一医采样\ZS1E-Z-000001.D Wed Nov 17 19:37:15 2021,
Start of data points,
16.09543,58780
16.10477,59469
16.11412,60536
16.12345,70017
16.13278,76070
16.14213,78664
16.15147,67744
16.1608,63883
16.17015,61430
16.17948,59544
16.18882,55020
16.19817,53659
16.2075,63978
16.21685,75713
16.22618,86317
16.23552,90053
16.24487,83774
16.2542,73339
16.26353,69552
16.27288,83167
16.28222,177085
16.29155,564767
16.3009,1386357
16.31023,1947351
16.31957,1552286
16.32892,708463
16.33825,221941
16.34758,84998
16.35693,60007
16.36627,50966
16.3756,48596
16.38495,44815
16.39428,45486
16.40363,49304
16.41297,54236
16.4223,55399
16.43165,59666
16.44098,58604
16.45032,57780
16.45967,68343
16.469,83884
16.47833,83636
16.48768,73181
16.49702,65543
16.50635,63748
16.5157,61557
16.52503,66122
16.53437,67502
16.54372,64799
16.55305,61713
16.56238,59627
16.57173,54487
16.58107,56548
16.59042,62580
16.59975,68137
16.60908,61163
16.61843,58013
16.62777,65743
16.6371,77695
16.64645,84035
16.65578,79905
16.66512,71831
16.67447,64287
16.6838,60590
16.69313,65929
16.70248,84652
16.71182,93593
16.72115,84520
16.7305,68858
16.73983,62788
16.74917,92107
16.75852,154449
16.76785,184803
16.7772,138709
16.78653,85266
16.79587,61274
16.80522,58635
16.81455,63756
16.82388,68338
16.83323,74390
16.84257,87182
16.8519,93086
16.86125,83227
16.87058,71401
16.87992,59324
16.88927,55000
16.8986,57509
16.90793,64255
16.91728,84674
16.92662,110780
16.93595,106386
16.9453,88409
16.95463,80008
16.96398,86325
16.97332,92017
16.98265,89223
16.992,79240
17.00133,72062
17.01067,60785
17.02002,58622
17.02935,72350
17.03868,111358
17.04803,144436
17.05737,125315
17.0667,90883
17.07605,78573
17.08538,75730
17.09472,72616
17.10407,70457
17.1134,65556
17.12273,61023
17.13208,59855
17.14142,72683
17.15077,82511
17.1601,77579
17.16943,60584
17.17878,57624
17.18812,58835
17.19745,61377
17.2068,58546
17.21613,52694
17.22547,50330
17.23482,52160
17.24415,53218
17.25348,54708
17.26283,54958
17.27217,58032
17.2815,65866
17.29085,72470
17.30018,77588
17.30953,67671
17.31887,70702
17.3282,76246
17.33755,83804
17.34688,76147
17.35622,65535
17.36557,63950
17.3749,75619
17.38423,140181
17.39358,282338
17.40292,360912
17.41225,259216
17.4216,137652
17.43093,86410
17.44027,72580
17.44962,68601
17.45895,69639
17.46828,73684
17.47763,68249
17.48697,74173
17.49632,153639
17.50565,691918
17.51498,2321030
17.52433,4436536
17.53367,4509558
17.543,2206317
17.55235,581805
17.56168,127724
17.57102,73821
17.58037,80380
17.5897,94447
17.59903,100305
17.60838,91699
17.61772,76767
17.62705,66380
17.6364,66713
17.64573,67676
17.65507,71473
17.66442,82534
17.67375,100448
17.6831,109651
17.69243,108010
17.70177,112272
17.71112,111389
17.72045,104591
17.72978,93195
17.73913,82473
17.74847,75927
17.7578,83062
17.76715,92255
17.77648,103012
17.78582,105033
17.79517,90874
17.8045,83046
17.81383,77618
17.82318,68977
17.83252,65055
17.84185,61262
17.8512,68306
17.86053,83609
17.86988,106119
17.87922,116042
17.88855,103048
17.8979,94134
17.90723,89215
17.91657,77512
17.92592,69005
17.93525,65600
17.94458,69830
17.95393,71801
17.96327,65661
17.9726,62150
17.98195,59153
17.99128,57138
18.00062,58289
18.00997,58139
18.0193,63924
18.02865,64339
18.03798,64281
18.04732,66470
18.05667,74255
18.066,76798
18.07533,75228
18.08468,69572
18.09402,63552
18.10335,68581
18.1127,91308
18.12203,111929
18.13137,117208
18.14072,102203
18.15005,91899
18.15938,88756
18.16873,86441
18.17807,82513
18.1874,77322
18.19675,74095
18.20608,69899
18.21543,67097
18.22477,68277
18.2341,70390
18.24345,70993
18.25278,66720
18.26212,60278
18.27147,59120
18.2808,66689
18.29013,80668
18.29948,89663
18.30882,96169
18.31815,97580
18.3275,95439
18.33683,91755
18.34617,99090
18.35552,115285
18.36485,131097
18.37418,131909
18.38353,115845
18.39287,99486
18.40222,100609
18.41155,116418
18.42088,127212
18.43023,106195
18.43957,86418
18.4489,89342
18.45825,101241
18.46758,100027
18.47692,86051
18.48627,80001
18.4956,94642
18.50493,127023
18.51428,174442
18.52362,196058
18.53295,171230
18.5423,125342
18.55163,102940
18.56097,106721
18.57032,112781
18.57965,98014
18.589,81298
18.59833,71088
18.60767,76889
18.61702,92940
18.62635,106054
18.63568,107712
18.64503,101078
18.65437,97519
18.6637,91736
18.67305,95613
18.68238,101620
18.69172,104375
18.70107,96230
18.7104,97112
18.71973,110927
18.72908,116843
18.73842,113060
18.74775,99470
18.7571,90002
18.76643,83822
18.77578,74322
18.78512,66894
18.79445,64951
18.8038,66082
18.81313,69458
18.82247,74332
18.83182,76212
18.84115,72675
18.85048,87357
18.85983,72816
18.86917,72085
18.8785,73644
18.88785,75419
18.89718,71294
18.90652,75082
18.91587,92981
18.9252,117923
18.93453,125690
18.94388,108501
18.95322,107751
18.96257,121657
18.9719,140088
18.98123,139215
18.99058,120524
18.99992,98913
19.00925,85623
19.0186,77380
19.02793,77669
19.03727,80107
19.04662,94562
19.05595,139266
19.06528,204160
19.07463,281203
19.08397,434535
19.0933,583151
19.10265,546059
19.11198,333994
19.12133,179448
19.13067,102800
19.14,74462
19.14935,65356
19.15868,62437
19.16802,63233
19.17737,63189
19.1867,66290
19.19603,71215
19.20538,82708
19.21472,92491
19.22405,92761
19.2334,92215
19.24273,90844
19.25207,82220
19.26142,73160
19.27075,69642
19.28008,72076
19.28943,83332
19.29877,93096
19.30812,126615
19.31745,196493
19.32678,249870
19.33613,213384
19.34547,148734
19.3548,98169
19.36415,79773
19.37348,69055
19.38282,63322
19.39217,62399
19.4015,66954
19.41083,70472
19.42018,75013
19.42952,71113
19.43885,68232
19.4482,64956
19.45753,62662
19.46687,62904
19.47622,72166
19.48555,80332
19.4949,87124
19.50423,88388
19.51357,84487
19.52292,71261
19.53225,66339
19.54158,68033
19.55093,67171
19.56027,64192
19.5696,65897
19.57895,71368
19.58828,82449
19.59762,86705
19.60697,83830
19.6163,76146
19.62563,68256
19.63498,75403
19.64432,83675
19.65365,92424
19.663,86139
19.67233,74351
19.68168,67525
19.69102,73868
19.70035,82078
19.7097,84780
19.71903,90814
19.72837,104469
19.73772,132953
19.74705,149720
19.75638,131719
19.76573,101446
19.77507,86398
19.7844,85179
19.79375,89902
19.80308,86324
19.81242,76389
19.82177,69593
19.8311,72574
19.84045,71143
19.84978,67910
19.85912,66437
19.86847,71106
19.8778,90665
19.88713,122484
19.89648,132821
19.90582,105840
19.91515,85571
19.9245,79492
19.93383,73581
19.94317,75338
19.95252,71681
19.96185,73984
19.97118,82753
19.98053,81717
19.98987,75723
19.9992,71145
20.00855,66514
20.01788,68409
20.02723,72587
20.03657,78074
20.0459,80508
20.05525,83921
20.06458,78181
20.07392,72740
20.08327,71454
20.0926,76932
20.10193,77738
20.11128,68521
20.12062,63416
20.12995,61865
20.1393,61683
20.14863,68099
20.15797,81420
20.16732,96707
20.17665,95615
20.18598,82111
20.19533,71841
20.20467,69580
20.21402,68796
20.22335,73440
20.23268,76747
20.24203,78966
20.25137,75702
20.2607,70027
20.27005,67287
20.27938,69403
20.28872,65975
20.29807,73730
20.3074,75546
20.31673,73834
20.32608,68467
20.33542,64204
20.34475,61945
20.3541,61519
20.36343,65255
20.37277,70521
20.38212,72500
20.39145,67532
20.4008,63637
20.41013,61096
20.41947,60261
20.42882,63318
20.43815,64041
20.44748,62914
20.45683,65523
20.46617,67775
20.4755,83625
20.48485,102893
20.49418,100339
20.50352,83191
20.51287,67672
20.5222,66381
20.53153,64901
20.54088,64983
20.55022,69596
20.55955,81080
20.5689,127369
20.57823,277066
20.58758,500783
20.59692,535097
20.60625,317147
20.6156,142984
20.62493,85740
20.63427,93872
20.64362,136037
20.65295,191673
20.66228,191849
20.67163,146155
20.68097,105355
20.6903,88630
20.69965,82318
20.70898,79423
20.71832,77445
20.72767,80133
20.737,77629
20.74635,77053
20.75568,75288
20.76502,77954
20.77437,73064
20.7837,70975
20.79303,72708
20.80238,79430
20.81172,81976
20.82105,79139
20.8304,76011
20.83973,72579
20.84907,69204
20.85842,64135
20.86775,65205
20.87708,61665
20.88643,68846
20.89577,72309
20.9051,70257
20.91445,74195
20.92378,73417
20.93313,69460
20.94247,67818
20.9518,67143
20.96115,65452
20.97048,63677
20.97982,64727
20.98917,62265
20.9985,64231
21.00783,65576
21.01718,65940
21.02652,66789
21.03585,66577
21.0452,65691
21.05453,66926
21.06387,69309
21.07322,71497
21.08255,68367
21.09188,67007
21.10123,68492
21.11057,69555
21.11992,75257
21.12925,79941
21.13858,81652
21.14793,80449
21.15727,76502
21.1666,75468
21.17595,76915
21.18528,83358
21.19462,94920
21.20397,89063
21.2133,79826
21.22263,73655
21.23198,71057
21.24132,72746
21.25065,71355
21.26,69105
21.26933,71072
21.27867,86788
21.28802,107010
21.29735,127107
21.3067,122634
21.31603,100968
21.32537,83066
21.33472,72161
21.34405,69668
21.35338,70407
21.36273,72805
21.37207,73281
21.3814,75298
21.39075,74508
21.40008,76315
21.40942,80277
21.41877,82592
21.4281,86436
21.43743,85158
21.44678,84095
21.45612,78784
21.46547,75089
21.4748,72201
21.48413,77367
21.49348,83751
21.50282,83936
21.51215,83058
21.5215,80190
21.53083,77039
21.54017,76579
21.54952,75536
21.55885,83635
21.56818,102848
21.57753,146285
21.58687,169472
21.5962,154209
21.60555,116529
21.61488,86841
21.62422,79755
21.63357,81875
21.6429,82133
21.65225,80423
21.66158,76326
21.67092,72501
21.68027,81276
21.6896,96331
21.69893,111068
21.70828,115754
21.71762,104452
21.72695,98380
21.7363,95847
21.74563,88068
21.75497,82135
21.76432,76887
21.77365,72990
21.78298,71503
21.79233,76193
21.80167,75164
21.811,81198
21.82035,87886
21.82968,93948
21.83903,94992
21.84837,91761
21.8577,83211
21.86705,79500
21.87638,78142
21.88572,86054
21.89507,97240
21.9044,102160
21.91373,99185
21.92308,90919
21.93242,81813
21.94175,78242
21.9511,76737
21.96043,80902
21.96977,86840
21.97912,97859
21.98845,119715
21.99778,138036
22.00713,148308
22.01647,126587
22.02582,98791
22.03515,84749
22.04448,91003
22.05383,96711
22.06317,102605
22.0725,104076
22.08185,95841
22.09118,91724
22.10052,88890
22.10987,86894
22.1192,80782
22.12853,81982
22.13788,77227
22.14722,78416
22.15655,83761
22.1659,102631
22.17523,124363
22.18457,138978
22.19392,121170
22.20325,100753
22.2126,88960
22.22193,92493
22.23127,98425
22.24062,99143
22.24995,96380
22.25928,91479
22.26863,93119
22.27797,107740
22.2873,130286
22.29665,148912
22.30598,152938
22.31532,133476
22.32467,109928
22.334,97864
22.34333,89809
22.35268,96057
22.36202,110696
22.37135,117862
22.3807,124080
22.39003,127449
22.39938,121309
22.40872,107752
22.41805,100460
22.4274,98723
22.43673,103640
22.44607,109853
22.45542,115825
22.46475,109162
22.47408,100438
22.48343,99995
22.49277,93426
22.5021,88680
22.51145,85303
22.52078,88382
22.53012,88407
22.53947,85824
22.5488,89746
22.55815,89520
22.56748,91292
22.57682,107491
22.58617,117764
22.5955,129255
22.60483,130174
22.61418,123943
22.62352,122613
22.63285,117184
22.6422,111656
22.65153,103842
22.66087,96534
22.67022,90993
22.67955,93229
22.68888,103412
22.69823,120012
22.70757,126320
22.7169,115385
22.72625,103796
22.73558,107851
22.74493,118205
22.75427,121384
22.7636,120428
22.77295,115725
22.78228,111163
22.79162,105223
22.80097,108251
22.8103,124452
22.81963,129509
22.82898,119957
22.83832,110329
22.84765,107089
22.857,108224
22.86633,99702
22.87567,101521
22.88502,105576
22.89435,105920
22.90368,103754
22.91303,104397
22.92237,105055
22.93172,109078
22.94105,116277
22.95038,112625
22.95973,103853
22.96907,105934
22.9784,101804
22.98775,92333
22.99708,93914
23.00642,90705
23.01577,89558
23.0251,86230
23.03443,84830
23.04378,84932
23.05312,91839
23.06245,92320
23.0718,90853
23.08113,90992
23.09047,84142
23.09982,84883
23.10915,82665
23.1185,85747
23.12783,81469
23.13717,82014
23.14652,84327
23.15585,87355
23.16518,84535
23.17453,87685
23.18387,87372
23.1932,84535
23.20255,86205
23.21188,83046
23.22122,82125
23.23057,84835
23.2399,83698
23.24923,92175
23.25858,102380
23.26792,106186
23.27727,101716
23.2866,93689
23.29593,92499
23.30528,89256
23.31462,83785
23.32395,87746
23.3333,107547
23.34263,142865
23.35197,150449
23.36132,134187
23.37065,105246
23.37998,90813
23.38933,89159
23.39867,94690
23.408,94225
23.41735,93858
23.42668,90111
23.43602,92511
23.44537,93602
23.4547,91241
23.46405,91360
23.47338,92062
23.48272,92310
23.49207,89688
23.5014,86476
23.51073,83441
23.52008,86336
23.52942,91332
23.53875,96383
23.5481,94558
23.55743,91992
23.56677,86893
23.57612,86016
23.58545,89360
23.59478,93653
23.60413,95022
23.61347,92913
23.6228,87353
23.63215,86041
23.64148,84471
23.65083,85354
23.66017,84249
23.6695,81525
23.67885,86105
23.68818,89546
23.69752,92106
23.70687,95166
23.7162,95820
23.72553,100054
23.73488,110196
23.74422,114496
23.75355,112740
23.7629,100079
23.77223,93509
23.78157,86773
23.79092,92321
23.80025,92078
23.80958,94746
23.81893,93425
23.82827,88796
23.83762,86452
23.84695,86117
23.85628,84251
23.86563,85029
23.87497,87843
23.8843,88284
23.89365,90939
23.90298,90027
23.91232,93123
23.92167,92286
23.931,89684
23.94033,87948
23.94968,88364
23.95902,90060
23.96835,91306
23.9777,86012
23.98703,87249
23.99637,85151
24.00572,86266
24.01505,89862
24.0244,91928
24.03373,91286
24.04307,88188
24.05242,85158
24.06175,85012
24.07108,85077
24.08043,83557
24.08977,90410
24.0991,92741
24.10845,94265
24.11778,91003
24.12712,90735
24.13647,89474
24.1458,88205
24.15513,93005
24.16448,95037
24.17382,91436
24.18317,92256
24.1925,92756
24.20183,91956
24.21118,92379
24.22052,88692
24.22985,88042
24.2392,91110
24.24853,89543
24.25787,91863
24.26722,91053
24.27655,94954
24.28588,90173
24.29523,92873
24.30457,95487
24.3139,96499
24.32325,100008
24.33258,103828
24.34192,106669
24.35127,99878
24.3606,95169
24.36995,91901
24.37928,94835
24.38862,93412
24.39797,98297
24.4073,100807
24.41663,99333
24.42598,99187
24.43532,101091
24.44465,95839
24.454,95583
24.46333,94636
24.47267,95527
24.48202,99337
24.49135,100504
24.50068,95341
24.51003,102303
24.51937,98246
24.5287,101539
24.53805,100277
24.54738,102408
24.55673,104446
24.56607,103196
24.5754,100868
24.58475,99113
24.59408,96720
24.60342,97057
24.61277,102365
24.6221,109752
24.63143,116230
24.64078,109638
24.65012,103317
24.65945,95592
24.6688,105596
24.67813,109270
24.68747,113426
24.69682,110702
24.70615,110065
24.71548,106793
24.72483,109671
24.73417,107627
24.74352,103303
24.75285,102755
24.76218,99556
24.77153,99017
24.78087,99552
24.7902,99173
24.79955,100261
24.80888,96884
24.81822,101099
24.82757,99192
24.8369,102054
24.84623,99777
24.85558,98507
24.86492,102633
24.87425,103438
24.8836,104920
24.89293,102923
24.90228,105186
24.91162,108582
24.92095,104170
24.9303,107981
24.93963,104435
24.94897,107016
24.95832,106929
24.96765,111510
24.97698,110223
24.98633,108947
24.99567,107605
25.005,109834
25.01435,113595
25.02368,110095
25.03302,108056
25.04237,104971
25.0517,101853
25.06103,109005
25.07038,110235
25.07972,108472
25.08907,107725
25.0984,110303
25.10773,107132
25.11708,109493
25.12642,108473
25.13575,111924
25.1451,116801
25.15443,120164
25.16377,122601
25.17312,120809
25.18245,115503
25.19178,107962
25.20113,116376
25.21047,118595
25.2198,120353
25.22915,118243
25.23848,112448
25.24782,112645
25.25717,112959
25.2665,113962
25.27585,111961
25.28518,112874
25.29452,111129
25.30387,111948
25.3132,113884
25.32253,114253
25.33188,126738
25.34122,135273
25.35055,139889
25.3599,134387
25.36923,130669
25.37857,126130
25.38792,123750
25.39725,121885
25.40658,120842
25.41593,119510
25.42527,121606
25.4346,122249
25.44395,124914
25.45328,119018
25.46263,122072
25.47197,127732
25.4813,135409
25.49065,145706
25.49998,154637
25.50932,152054
25.51867,143134
25.528,140537
25.53733,140601
25.54668,139123
25.55602,134076
25.56535,134046
25.5747,134162
25.58403,132705
25.59337,134081
25.60272,129933
25.61205,133480
25.62138,130135
25.63073,127908
25.64007,132493
25.64942,134760
25.65875,136900
25.66808,140500
25.67743,140723
25.68677,137502
25.6961,137047
25.70545,132941
25.71478,134653
25.72412,137129
25.73347,135140
25.7428,137776
25.75213,137425
25.76148,135504
25.77082,143130
25.78015,138040
25.7895,140300
25.79883,139342
25.80817,143683
25.81752,147766
25.82685,152331
25.8362,148596
25.84553,154600
25.85487,161248
25.86422,148974
25.87355,147629
25.88288,147310
25.89223,146601
25.90157,147480
25.9109,146727
25.92025,146509
25.92958,142770
25.93892,146213
25.94827,151276
25.9576,154658
25.96693,163353
25.97628,158413
25.98562,155184
25.99497,147759
26.0043,146625
26.01363,152791
26.02298,150611
26.03232,153258
26.04165,160543
26.051,163963
26.06033,168051
26.06967,174845
26.07902,165828
26.08835,166557
26.09768,156767
26.10703,159209
26.11637,157072
26.1257,155041
26.13505,157497
26.14438,163844
26.15372,169627
26.16307,169069
26.1724,169347
26.18175,172381
26.19108,167332
26.20042,162716
26.20977,159843
26.2191,158270
26.22843,158356
26.23778,155485
26.24712,159284
26.25645,158911
26.2658,162835
26.27513,162871
26.28447,164138
26.29382,165612
26.30315,167652
26.31248,169474
26.32183,169368
26.33117,170598
26.3405,173301
26.34985,172374
26.35918,167424
26.36853,171913
26.37787,172976
26.3872,170560
26.39655,171458
26.40588,169656
26.41522,169015
26.42457,170020
26.4339,169464
26.44323,174489
26.45258,177972
26.46192,187271
26.47125,192013
26.4806,193464
26.48993,193258
26.49927,191993
26.50862,194738
26.51795,199737
26.52728,209475
26.53663,218122
26.54597,222576
26.55532,226957
26.56465,222762
26.57398,218573
26.58333,222996
26.59267,217663
26.602,222878
26.61135,221848
26.62068,220796
26.63002,212479
26.63937,212010
26.6487,206093
26.65803,206191
26.66738,205553
26.67672,208425
26.68605,207137
26.6954,201686
26.70473,204496
26.71408,196798
26.72342,197843
26.73275,194486
26.7421,201630
26.75143,197924
26.76077,203644
26.77012,205689
26.77945,202494
26.78878,208003
26.79813,207398
26.80747,209018
26.8168,208092
26.82615,207457
26.83548,207034
26.84482,205671
26.85417,207877
26.8635,209459
26.87283,215087
26.88218,212687
26.89152,211852
26.90087,205680
26.9102,206575
26.91953,210398
26.92888,206192
26.93822,206564
26.94755,207955
26.9569,208765
26.96623,209758
26.97557,208769
26.98492,211979
26.99425,212594
27.00358,216376
27.01293,220560
27.02227,225972
27.0316,220067
27.04095,216745
27.05028,224118
27.05962,222875
27.06897,224336
27.0783,226017
27.08765,222323
27.09698,220516
27.10632,218490
27.11567,221534
27.125,221559
27.13433,220340
27.14368,228365
27.15302,230813
27.16235,227528
27.1717,228919
27.18103,228525
27.19037,228053
27.19972,223214
27.20905,222393
27.21838,225860
27.22773,225373
27.23707,229108
27.2464,234231
27.25575,230665
27.26508,246145
27.27443,246904
27.28377,244902
27.2931,237074
27.30245,236215
27.31178,235873
27.32112,234632
27.33047,236542
27.3398,237230
27.34913,235919
27.35848,234095
27.36782,239128
27.37715,239524
27.3865,240838
27.39583,243677
27.40517,242151
27.41452,246629
27.42385,246852
27.43318,248601
27.44253,254665
27.45187,253393
27.46122,252352
27.47055,253011
27.47988,256487
27.48923,252069
27.49857,257406
27.5079,265142
27.51725,275114
27.52658,283783
27.53592,289774
27.54527,291204
27.5546,298325
27.56393,293164
27.57328,291258
27.58262,290859
27.59195,285080
27.6013,283696
27.61063,278473
27.61997,274773
27.62932,271510
27.63865,268318
27.648,267102
27.65733,274736
27.66667,272054
27.67602,276778
27.68535,283392
27.69468,282384
27.70403,284328
27.71337,281967
27.7227,281695
27.73205,282034
27.74138,284894
27.75072,281093
27.76007,284667
27.7694,282023
27.77873,285360
27.78808,285492
27.79742,284958
27.80677,291288
27.8161,290387
27.82543,289272
27.83478,290413
27.84412,291397
27.85345,290190
27.8628,290863
27.87213,301895
27.88147,297891
27.89082,297236
27.90015,301683
27.90948,298616
27.91883,299444
27.92817,304306
27.9375,304820
27.94685,306865
27.95618,302444
27.96552,302438
27.97487,306011
27.9842,304660
27.99355,304733
28.00288,307113
28.01222,306295
28.02157,306245
28.0309,310648
28.04023,312234
28.04958,312944
28.05892,310353
28.06825,317084
28.0776,316674
28.08693,319956
28.09627,318910
28.10562,322352
28.11495,321549
28.12428,331942
28.13363,336722
28.14297,337550
28.1523,336953
28.16165,333661
28.17098,337146
28.18033,337396
28.18967,339294
28.199,340960
28.20835,337090
28.21768,340105
28.22702,343153
28.23637,345485
28.2457,344626
28.25503,351739
28.26438,348268
28.27372,346759
28.28305,347070
28.2924,352016
28.30173,349181
28.31107,348094
28.32042,349151
28.32975,359089
28.33908,356534
28.34843,360337
28.35777,360277
28.36712,359985
28.37645,365849
28.38578,367997
28.39513,371411
28.40447,363755
28.4138,369276
28.42315,372749
28.43248,374707
28.44182,376316
28.45117,381075
28.4605,374553
28.46983,386357
28.47918,381509
28.48852,391388
28.49785,389906
28.5072,388138
28.51653,391077
28.52588,396950
28.53522,396882
28.54455,395522
28.5539,399076
28.56323,401107
28.57257,402567
28.58192,407449
28.59125,410015
28.60058,418075
28.60993,418162
28.61927,420748
28.6286,416366
28.63795,420453
28.64728,423009
28.65662,418503
28.66597,434487
28.6753,467821
28.68463,538880
28.69398,586575
28.70332,562489
28.71267,498691
28.722,457787
28.73133,441213
28.74068,441949
28.75002,443042
28.75935,446880
28.7687,446758
28.77803,449698
28.78737,443281
28.79672,453269
28.80605,461908
28.81538,461291
28.82473,460334
28.83407,470864
28.8434,468683
28.85275,472929
28.86208,484816
28.87142,486186
28.88077,498132
28.8901,501765
28.89945,506635
28.90878,505566
28.91812,513570
28.92747,504849
28.9368,510790
28.94613,504810
28.95548,511382
28.96482,512193
28.97415,510496
28.9835,521529
28.99283,511039
29.00217,511634
29.01152,497252
29.02085,500720
29.03018,505902
29.03953,504627
29.04887,507581
29.0582,504080
29.06755,504919
29.07688,493838
29.08623,495247
29.09557,498345
29.1049,496871
29.11425,486356
29.12358,498628
29.13292,493774
29.14227,489379
29.1516,489516
29.16093,481102
29.17028,486575
29.17962,477767
29.18895,479153
29.1983,481378
29.20763,494440
29.21697,500953
29.22632,496043
29.23565,481058
29.24498,477923
29.25433,476623
29.26367,469631
29.27302,476373
29.28235,469793
29.29168,472492
29.30103,474811
29.31037,468244
29.3197,471576
29.32905,472244
29.33838,470181
29.34772,471609
29.35707,470294
29.3664,467753
29.37573,473443
29.38508,472641
29.39442,460225
29.40375,471668
29.4131,462497
29.42243,475154
29.43178,468511
29.44112,473937
29.45045,476678
29.4598,468019
29.46913,486057
29.47847,492251
29.48782,489689
29.49715,483790
29.50648,471872
29.51583,469806
29.52517,463102
29.5345,459665
29.54385,464866
29.55318,470208
29.56252,461316
29.57187,459345
29.5812,466783
29.59053,466435
29.59988,463357
29.60922,467957
29.61857,469912
29.6279,464588
29.63723,458042
29.64658,465788
29.65592,464791
29.66525,463155
29.6746,463702
29.68393,474821
29.69327,465189
29.70262,469846
29.71195,466344
29.72128,472520
29.73063,469851
29.73997,468964
29.7493,481045
29.75865,471696
29.76798,470419
29.77732,475634
29.78667,474422
29.796,473570
29.80535,464563
29.81468,468378
29.82402,466297
29.83337,465154
29.8427,466417
29.85203,462114
29.86138,467373
29.87072,467027
29.88005,468375
29.8894,468659
29.89873,467027
29.90807,471231
29.91742,472940
29.92675,473791
29.93608,467167
29.94543,469950
29.95477,475574
29.9641,484660
29.97345,474488
29.98278,475609
29.99213,472772
30.00147,477648
30.0108,476988
30.02015,478340
30.02948,469028
30.03882,470533
30.04817,468915
30.0575,474810
30.06683,475982
30.07618,475882
30.08552,474873
30.09485,473579
30.1042,477124
30.11353,476434
30.12287,474105
30.13222,476005
30.14155,483289
30.1509,483817
30.16023,487364
30.16957,496393
30.17892,497321
30.18825,508332
30.19758,512633
30.20693,510224
30.21627,510984
30.2256,515313
30.23495,521862
30.24428,501486
30.25362,501819
30.26297,505171
30.2723,499539
30.28163,496755
30.29098,491677
30.30032,493755
30.30965,483567
30.319,491699
30.32833,489177
30.33768,484912
30.34702,487839
30.35635,477309
30.3657,486496
30.37503,482717
30.38437,485019
30.39372,491019
30.40305,510153
30.41238,529634
30.42173,531894
30.43107,533275
30.4404,518182
30.44975,490183
30.45908,489656
30.46842,487708
30.47777,480994
30.4871,484482
30.49643,487704
30.50578,494480
30.51512,488321
30.52447,491088
30.5338,480893
30.54313,478679
30.55248,482856
30.56182,475570
30.57115,479583
30.5805,483433
30.58983,482884
30.59917,492368
30.60852,486015
30.61785,490637
30.62718,482911
30.63653,489192
30.64587,498579
30.6552,507207
30.66455,511287
30.67388,514747
30.68322,509467
30.69257,504027
30.7019,501237
30.71125,493744
30.72058,493862
30.72992,480678
30.73927,484288
30.7486,483615
30.75793,488075
30.76728,479768
30.77662,477644
30.78595,484164
30.7953,488143
30.80463,495710
30.81397,495891
30.82332,492576
30.83265,490917
30.84198,491964
30.85133,488558
30.86067,491567
30.87,489004
30.87935,491789
30.88868,493301
30.89803,490693
30.90737,490085
30.9167,499250
30.92605,500201
30.93538,491069
30.94472,490824
30.95407,497078
30.9634,498111
30.97273,487288
30.98208,487203
30.99142,492378
31.00075,487958
31.0101,495938
31.01943,498173
31.02877,488433
31.03812,495742
31.04745,489994
31.05678,487932
31.06613,489572
31.07547,488051
31.08482,490014
31.09415,494184
31.10348,483824
31.11283,490445
31.12217,491072
31.1315,486824
31.14085,487365
31.15018,488264
31.15952,488688
31.16887,489708
31.1782,487903
31.18753,489368
31.19688,485476
31.20622,492086
31.21555,486416
31.2249,489222
31.23423,489491
31.24358,486026
31.25292,491556
31.26225,484143
31.2716,485811
31.28093,490106
31.29027,487831
31.29962,490941
31.30895,486145
31.31828,488505
31.32763,490226
31.33697,493448
31.3463,492233
31.35565,492840
31.36498,491507
