D:\数据\20220223\LCLN-ZS1E #000425.D Wed Feb 23 23:02:22 2022
Start of data points
0.09750,17686
0.10685,17700
0.11618,17596
0.12552,18166
0.13487,17891
0.14420,18281
0.15353,18307
0.16288,17826
0.17222,17689
0.18155,18616
0.19090,17516
0.20023,18022
0.20957,17588
0.21892,16787
0.22825,17219
0.23758,16814
0.24693,15560
0.25627,16752
0.26560,15345
0.27495,16594
0.28428,16224
0.29363,17144
0.30297,15999
0.31230,16178
0.32165,16296
0.33098,15819
0.34032,15447
0.34967,17061
0.35900,16727
0.36833,15860
0.37768,15802
0.38702,15313
0.39635,13174
0.40570,11542
0.41503,11424
0.42437,8919
0.43372,5051
0.44305,3470
0.45240,3201
0.46173,3671
0.47107,3510
0.48042,3187
0.48975,3514
0.49908,2841
0.50843,2753
0.51777,3151
0.52710,2793
0.53645,3375
0.54578,2799
0.55512,2923
0.56447,2791
0.57380,3407
0.58313,2930
0.59248,3336
0.60182,2821
0.61115,2577
0.62050,2932
0.62983,3238
0.63918,3126
0.64852,2826
0.65785,3021
0.66720,3085
0.67653,2973
0.68587,2711
0.69522,2738
0.70455,2675
0.71388,2855
0.72323,2560
0.73257,2694
0.74190,2545
0.75125,3098
0.76058,2964
0.76992,3036
0.77927,2709
0.78860,2799
0.79793,2735
0.80728,2732
0.81662,2833
0.82597,2444
0.83530,2586
0.84463,2941
0.85398,2526
0.86332,2468
0.87265,2737
0.88200,2651
0.89133,2587
0.90067,2403
0.91002,2395
0.91935,2769
0.92868,2948
0.93803,2805
0.94737,2868
0.95670,2798
0.96605,2556
0.97538,3011
0.98472,2995
0.99407,2504
1.00340,2780
1.01275,2657
1.02208,2708
1.03142,2626
1.04077,2947
1.05010,2658
1.05943,2642
1.06878,2426
1.07812,2681
1.08745,2683
1.09680,2497
1.10613,2945
1.11547,2933
1.12482,2887
1.13415,3017
1.14348,2653
1.15283,2634
1.16217,2869
1.17150,2664
1.18085,2590
1.19018,2991
1.19953,2635
1.20887,3066
1.21820,2764
1.22755,2641
1.23688,2863
1.24622,2929
1.25557,2918
1.26490,2581
1.27423,2752
1.28358,2662
1.29292,2568
1.30225,2458
1.31160,2843
1.32093,2588
1.33027,2716
1.33962,2415
1.34895,2541
1.35830,3006
1.36763,2612
1.37697,2616
1.38632,2693
1.39565,3017
1.40498,2435
1.41433,2495
1.42367,2406
1.43300,2590
1.44235,2461
1.45168,2150
1.46102,2182
1.47037,2577
1.47970,2297
1.48903,2385
1.49838,2301
1.50772,2494
1.51705,2583
1.52640,2513
1.53573,2673
1.54508,2184
1.55442,2430
1.56375,2373
1.57310,2440
1.58243,2602
1.59177,4488
1.60112,9810
1.61045,14357
1.61978,18457
1.62913,23857
1.63847,33330
1.64780,41044
1.65715,39375
1.66648,33848
1.67582,29808
1.68517,25353
1.69450,20022
1.70383,15378
1.71318,13310
1.72252,13439
1.73187,15278
1.74120,17017
1.75053,18249
1.75988,18914
1.76922,20727
1.77855,19688
1.78790,20702
1.79723,19992
1.80657,20425
1.81592,20353
1.82525,21163
1.83458,20284
1.84393,19653
1.85327,20042
1.86260,20523
1.87195,23128
1.88128,35775
1.89062,65681
1.89997,109235
1.90930,140500
1.91865,152266
1.92798,164778
1.93732,191619
1.94667,235216
1.95600,273689
1.96533,273606
1.97468,236042
1.98402,183855
1.99335,139333
2.00270,114520
2.01203,99668
2.02137,90187
2.03072,91186
2.04005,86374
2.04938,69095
2.05873,56624
2.06807,53264
2.07742,72812
2.08675,227289
2.09608,490492
2.10543,462808
2.11477,256151
2.12410,151808
2.13345,202194
2.14278,342149
2.15212,358738
2.16147,262312
2.17080,166716
2.18013,108736
2.18948,86083
2.19882,88390
2.20815,77631
2.21750,62104
2.22683,64460
2.23617,105634
2.24552,268434
2.25485,1291073
2.26420,3309156
2.27353,3799321
2.28287,2886108
2.29222,1726083
2.30155,1005465
2.31088,1440704
2.32023,4985284
2.32957,8204295
2.33890,6258521
