D:\数据\20211216\ZS1E-TJ-000209.D Thu Dec 16 22:44:01 2021
Start of data points
0.09773,28805
0.10708,28393
0.11642,28696
0.12575,28850
0.13510,29157
0.14443,28504
0.15377,27554
0.16312,27521
0.17245,28541
0.18178,27649
0.19113,28165
0.20047,28977
0.20980,28234
0.21915,27413
0.22848,27688
0.23782,27364
0.24717,28212
0.25650,27807
0.26585,27766
0.27518,27179
0.28452,27963
0.29387,27893
0.30320,27382
0.31253,27281
0.32188,28039
0.33122,27209
0.34055,26389
0.34990,27522
0.35923,27014
0.36857,27558
0.37792,26978
0.38725,26932
0.39658,27456
0.40593,26609
0.41527,28078
0.42460,27624
0.43395,25810
0.44328,20876
0.45263,19259
0.46197,17281
0.47130,12899
0.48065,7414
0.48998,6461
0.49932,6463
0.50867,6094
0.51800,6207
0.52733,6642
0.53668,5710
0.54602,4945
0.55535,5565
0.56470,5595
0.57403,5147
0.58337,5537
0.59272,5691
0.60205,5721
0.61138,4964
0.62073,5267
0.63007,5402
0.63942,5645
0.64875,5039
0.65808,5250
0.66743,5101
0.67677,4965
0.68610,5122
0.69545,5232
0.70478,5378
0.71412,5266
0.72347,4898
0.73280,4703
0.74213,4869
0.75148,4605
0.76082,4985
0.77015,5274
0.77950,4671
0.78883,4835
0.79818,5037
0.80752,4994
0.81685,4610
0.82620,5931
0.83553,5763
0.84487,5030
0.85422,4582
0.86355,4886
0.87288,4611
0.88223,4816
0.89157,4836
0.90090,5032
0.91025,4694
0.91958,5332
0.92892,4379
0.93827,4340
0.94760,4975
0.95693,4600
0.96628,4398
0.97562,4442
0.98497,5240
0.99430,4494
1.00363,4540
1.01298,4998
1.02232,4542
1.03165,5244
1.04100,4717
1.05033,4605
1.05967,4288
1.06902,5033
1.07835,4220
1.08768,4278
1.09703,3625
1.10637,4329
1.11570,4185
1.12505,5124
1.13438,4717
1.14372,4270
1.15307,4601
1.16240,4728
1.17175,4976
1.18108,4039
1.19042,4628
1.19977,4551
1.20910,4234
1.21843,4715
1.22778,4372
1.23712,4468
1.24645,4163
1.25580,3942
1.26513,4565
1.27447,4162
1.28382,4635
1.29315,4384
1.30248,4828
1.31183,4392
1.32117,4374
1.33050,4304
1.33985,4117
1.34918,4449
1.35853,4624
1.36787,4855
1.37720,4798
1.38655,4655
1.39588,4239
1.40522,4206
1.41457,4129
1.42390,4805
1.43323,4446
1.44258,4841
1.45192,4591
1.46125,4928
1.47060,4383
1.47993,4935
1.48927,4296
1.49862,4350
1.50795,4446
1.51730,4710
1.52663,4997
1.53597,4525
1.54532,3915
1.55465,4135
1.56398,4572
1.57333,4402
1.58267,3766
1.59200,4408
1.60135,3902
1.61068,6499
1.62002,12044
1.62937,19571
1.63870,24569
1.64803,32504
1.65738,43382
1.66672,56193
1.67605,59994
1.68540,57606
1.69473,47731
1.70408,37999
1.71342,26720
1.72275,21046
1.73210,21386
1.74143,24190
1.75077,26269
1.76012,28348
1.76945,32067
1.77878,36997
1.78813,38375
1.79747,40229
1.80680,38388
1.81615,38710
1.82548,38852
1.83482,38440
1.84417,37358
1.85350,35874
1.86283,38205
1.87218,41074
1.88152,55766
1.89087,92598
1.90020,135057
1.90953,163974
1.91888,218580
1.92822,397294
1.93755,772249
1.94690,1325356
1.95623,1707942
1.96557,1699046
1.97492,1393250
1.98425,1027417
1.99358,754996
2.00293,604641
2.01227,531676
2.02160,492253
2.03095,440633
2.04028,333695
2.04962,234351
2.05897,172919
2.06830,128760
2.07765,103344
2.08698,86722
2.09632,75060
2.10567,71533
2.11500,67892
2.12433,68520
2.13368,72401
2.14302,91070
2.15235,113813
2.16170,107028
2.17103,98442
2.18037,102503
2.18972,198316
2.19905,337483
2.20838,290766
2.21773,170810
2.22707,121503
2.23640,139491
2.24575,209152
2.25508,714461
2.26443,2446612
2.27377,2907448
2.28310,2225649
2.29245,1425925
2.30178,1059714
2.31112,3203207
2.32047,1.079242E+07
2.32980,1.432675E+07
2.33913,9693064
2.34848,4547176
2.35782,1912028
2.36715,865539
2.37650,513408
2.38583,427360
2.39517,335647
2.40452,247381
2.41385,200161
2.42320,178946
2.43253,180037
2.44187,161193
2.45122,131718
2.46055,114671
2.46988,136836
2.47923,180606
2.48857,175053
2.49790,137911
2.50725,106273
2.51658,94898
2.52592,81185
2.53527,77716
2.54460,76347
2.55393,81333
2.56328,92095
2.57262,316738
2.58195,484746
2.59130,414664
2.60063,318024
2.60998,266050
2.61932,269863
2.62865,288441
2.63800,250668
2.64733,189363
2.65667,163372
2.66602,156522
2.67535,138125
2.68468,109753
2.69403,88903
2.70337,75098
2.71270,78016
2.72205,117597
2.73138,170039
2.74072,183078
2.75007,187155
2.75940,213403
2.76873,277681
2.77808,409746
2.78742,495008
2.79677,431244
2.80610,329897
2.81543,238070
2.82478,194809
2.83412,169588
2.84345,149835
2.85280,163093
2.86213,215735
2.87147,268821
2.88082,326768
2.89015,269415
2.89948,192493
2.90883,146392
2.91817,125752
2.92750,111322
2.93685,94757
2.94618,81053
2.95552,75524
2.96487,67242
2.97420,64190
2.98355,62473
2.99288,62760
3.00222,72242
3.01157,81175
3.02090,80836
3.03023,73953
3.03958,133278
3.04892,231259
3.05825,250456
3.06760,252875
3.07693,235029
3.08627,186621
3.09562,129446
3.10495,94578
3.11428,72451
3.12363,61265
3.13297,62681
3.14232,68902
3.15165,74515
3.16098,88948
3.17033,94133
3.17967,85043
3.18900,75341
3.19835,66908
3.20768,60118
3.21702,57944
3.22637,57828
3.23570,55894
3.24503,55912
3.25438,54149
3.26372,53330
3.27305,52507
3.28240,50301
3.29173,51470
3.30107,54882
3.31042,59585
3.31975,56115
3.32910,52241
3.33843,50744
3.34777,52414
3.35712,53455
3.36645,51020
3.37578,51375
3.38513,49511
3.39447,48095
3.40380,49864
3.41315,61610
3.42248,76686
3.43182,78235
3.44117,74887
3.45050,72869
3.45983,80562
3.46918,77701
3.47852,70489
3.48785,65501
3.49720,63809
3.50653,60971
3.51588,55799
3.52522,56426
3.53455,52198
3.54390,56451
3.55323,89735
3.56257,220091
3.57192,413445
3.58125,457887
3.59058,323671
3.59993,202777
3.60927,148301
3.61860,120312
3.62795,145053
3.63728,132133
3.64662,115189
3.65597,93782
3.66530,79769
3.67463,77467
3.68398,75263
3.69332,69568
3.70267,64201
3.71200,64528
3.72133,85201
3.73068,109991
3.74002,102415
3.74935,81609
3.75870,66037
3.76803,58518
3.77737,53350
3.78672,49981
3.79605,47896
3.80538,48960
3.81473,56697
3.82407,65051
3.83340,71848
3.84275,63839
3.85208,60037
3.86142,58868
3.87077,56131
3.88010,57463
3.88945,64124
3.89878,78660
3.90812,85839
